est.E_PC1,est.Spatial,est.beta,E_PC1,Spatial,BD
-1.552348626,-0.928509,0.010166196,,,
-1.469617485,-0.928509,0.010138005,,,
-1.386886343,-0.928509,0.010109893,,,
-1.304155202,-0.928509,0.010081859,,,
-1.221424061,-0.928509,0.010053902,,,
-1.138692919,-0.928509,0.010026023,,,
-1.055961778,-0.928509,0.009998221,,,
-0.973230636,-0.928509,0.009970496,,,
-0.890499495,-0.928509,0.009942849,,,
-0.807768354,-0.928509,0.009915278,,,
-0.725037212,-0.928509,0.009887783,,,
-0.642306071,-0.928509,0.009860364,,,
-0.559574929,-0.928509,0.009833022,,,
-0.476843788,-0.928509,0.009805756,,,
-0.394112646,-0.928509,0.009778565,,,
-0.311381505,-0.928509,0.009751449,,,
-0.228650364,-0.928509,0.009724409,,,
-0.145919222,-0.928509,0.009697443,,,
-0.063188081,-0.928509,0.009670553,,,
0.019543061,-0.928509,0.009643737,,,
0.102274202,-0.928509,0.009616995,,,
0.185005343,-0.928509,0.009590327,,,
0.267736485,-0.928509,0.009563734,,,
0.350467626,-0.928509,0.009537214,,,
0.433198768,-0.928509,0.009510768,,,
0.515929909,-0.928509,0.009484395,,,
0.598661051,-0.928509,0.009458095,,,
0.681392192,-0.928509,0.009431868,,,
0.764123333,-0.928509,0.009405714,,,
0.846854475,-0.928509,0.009379632,,,
0.929585616,-0.928509,0.009353623,,,
1.012316758,-0.928509,0.009327685,,,
1.095047899,-0.928509,0.00930182,,,
1.17777904,-0.928509,0.009276027,,,
1.260510182,-0.928509,0.009250304,,,
1.343241323,-0.928509,0.009224654,,,
1.425972465,-0.928509,0.009199074,,,
1.508703606,-0.928509,0.009173565,,,
1.591434747,-0.928509,0.009148128,,,
1.674165889,-0.928509,0.00912276,,,
1.75689703,-0.928509,0.009097463,,,
1.839628172,-0.928509,0.009072236,,,
1.922359313,-0.928509,0.009047079,,,
2.005090455,-0.928509,0.009021992,,,
2.087821596,-0.928509,0.008996974,,,
2.170552737,-0.928509,0.008972026,,,
2.253283879,-0.928509,0.008947147,,,
2.33601502,-0.928509,0.008922337,,,
2.418746162,-0.928509,0.008897596,,,
2.501477303,-0.928509,0.008872923,,,
2.584208444,-0.928509,0.008848319,,,
2.666939586,-0.928509,0.008823783,,,
2.749670727,-0.928509,0.008799315,,,
2.832401869,-0.928509,0.008774915,,,
2.91513301,-0.928509,0.008750582,,,
2.997864152,-0.928509,0.008726317,,,
3.080595293,-0.928509,0.008702119,,,
3.163326434,-0.928509,0.008677989,,,
3.246057576,-0.928509,0.008653925,,,
3.328788717,-0.928509,0.008629928,,,
3.411519859,-0.928509,0.008605998,,,
3.494251,-0.928509,0.008582134,,,
-4.696132,-0.833606667,0.011048761,,,
-4.613400859,-0.833606667,0.011020848,,,
-4.530669717,-0.833606667,0.010993006,,,
-4.447938576,-0.833606667,0.010965234,,,
-4.365207434,-0.833606667,0.010937533,,,
-4.282476293,-0.833606667,0.010909901,,,
-4.199745152,-0.833606667,0.010882339,,,
-4.11701401,-0.833606667,0.010854847,,,
-4.034282869,-0.833606667,0.010827424,,,
-3.951551727,-0.833606667,0.01080007,,,
-3.868820586,-0.833606667,0.010772786,,,
-3.786089444,-0.833606667,0.01074557,,,
-3.703358303,-0.833606667,0.010718424,,,
-3.620627162,-0.833606667,0.010691345,,,
-3.53789602,-0.833606667,0.010664336,,,
-3.455164879,-0.833606667,0.010637394,,,
-3.372433737,-0.833606667,0.010610521,,,
-3.289702596,-0.833606667,0.010583715,,,
-3.206971455,-0.833606667,0.010556977,,,
-3.124240313,-0.833606667,0.010530307,,,
-3.041509172,-0.833606667,0.010503704,,,
-2.95877803,-0.833606667,0.010477168,,,
-2.876046889,-0.833606667,0.010450699,,,
-2.793315747,-0.833606667,0.010424298,,,
-2.710584606,-0.833606667,0.010397963,,,
-2.627853465,-0.833606667,0.010371694,,,
-2.545122323,-0.833606667,0.010345492,,,
-2.462391182,-0.833606667,0.010319356,,,
-2.37966004,-0.833606667,0.010293286,,,
-2.296928899,-0.833606667,0.010267282,,,
-2.214197758,-0.833606667,0.010241343,,,
-2.131466616,-0.833606667,0.01021547,,,
-2.048735475,-0.833606667,0.010189663,,,
-1.966004333,-0.833606667,0.01016392,,,
-1.883273192,-0.833606667,0.010138243,,,
-1.800542051,-0.833606667,0.01011263,,,
-1.717810909,-0.833606667,0.010087083,,,
-1.635079768,-0.833606667,0.010061599,,,
-1.552348626,-0.833606667,0.010036181,,,
-1.469617485,-0.833606667,0.010010826,,,
-1.386886343,-0.833606667,0.009985535,,,
-1.304155202,-0.833606667,0.009960309,,,
-1.221424061,-0.833606667,0.009935146,,,
-1.138692919,-0.833606667,0.009910046,,,
-1.055961778,-0.833606667,0.009885011,,,
-0.973230636,-0.833606667,0.009860038,,,
-0.890499495,-0.833606667,0.009835128,,,
-0.807768354,-0.833606667,0.009810282,,,
-0.725037212,-0.833606667,0.009785498,,,
-0.642306071,-0.833606667,0.009760776,,,
-0.559574929,-0.833606667,0.009736117,,,
-0.476843788,-0.833606667,0.009711521,,,
-0.394112646,-0.833606667,0.009686986,,,
-0.311381505,-0.833606667,0.009662514,,,
-0.228650364,-0.833606667,0.009638103,,,
-0.145919222,-0.833606667,0.009613754,,,
-0.063188081,-0.833606667,0.009589467,,,
0.019543061,-0.833606667,0.009565241,,,
0.102274202,-0.833606667,0.009541076,,,
0.185005343,-0.833606667,0.009516972,,,
0.267736485,-0.833606667,0.009492929,,,
0.350467626,-0.833606667,0.009468947,,,
0.433198768,-0.833606667,0.009445026,,,
0.515929909,-0.833606667,0.009421164,,,
0.598661051,-0.833606667,0.009397363,,,
0.681392192,-0.833606667,0.009373623,,,
0.764123333,-0.833606667,0.009349942,,,
0.846854475,-0.833606667,0.009326321,,,
0.929585616,-0.833606667,0.00930276,,,
1.012316758,-0.833606667,0.009279258,,,
1.095047899,-0.833606667,0.009255816,,,
1.17777904,-0.833606667,0.009232432,,,
1.260510182,-0.833606667,0.009209108,,,
1.343241323,-0.833606667,0.009185843,,,
1.425972465,-0.833606667,0.009162637,,,
1.508703606,-0.833606667,0.009139489,,,
1.591434747,-0.833606667,0.0091164,,,
1.674165889,-0.833606667,0.009093369,,,
1.75689703,-0.833606667,0.009070396,,,
1.839628172,-0.833606667,0.009047481,,,
1.922359313,-0.833606667,0.009024624,,,
2.005090455,-0.833606667,0.009001825,,,
2.087821596,-0.833606667,0.008979084,,,
2.170552737,-0.833606667,0.0089564,,,
2.253283879,-0.833606667,0.008933773,,,
2.33601502,-0.833606667,0.008911203,,,
2.418746162,-0.833606667,0.008888691,,,
2.501477303,-0.833606667,0.008866235,,,
2.584208444,-0.833606667,0.008843836,,,
2.666939586,-0.833606667,0.008821494,,,
2.749670727,-0.833606667,0.008799208,,,
2.832401869,-0.833606667,0.008776978,,,
2.91513301,-0.833606667,0.008754805,,,
2.997864152,-0.833606667,0.008732687,,,
3.080595293,-0.833606667,0.008710626,,,
3.163326434,-0.833606667,0.00868862,,,
3.246057576,-0.833606667,0.00866667,,,
3.328788717,-0.833606667,0.008644775,,,
3.411519859,-0.833606667,0.008622935,,,
3.494251,-0.833606667,0.008601151,,,
-4.696132,-0.738704333,0.01080544,,,
-4.613400859,-0.738704333,0.010780807,,,
-4.530669717,-0.738704333,0.010756231,,,
-4.447938576,-0.738704333,0.010731711,,,
-4.365207434,-0.738704333,0.010707247,,,
-4.282476293,-0.738704333,0.010682838,,,
-4.199745152,-0.738704333,0.010658486,,,
-4.11701401,-0.738704333,0.010634188,,,
-4.034282869,-0.738704333,0.010609946,,,
-3.951551727,-0.738704333,0.01058576,,,
-3.868820586,-0.738704333,0.010561628,,,
-3.786089444,-0.738704333,0.010537552,,,
-3.703358303,-0.738704333,0.01051353,,,
-3.620627162,-0.738704333,0.010489563,,,
-3.53789602,-0.738704333,0.010465651,,,
-3.455164879,-0.738704333,0.010441793,,,
-3.372433737,-0.738704333,0.01041799,,,
-3.289702596,-0.738704333,0.010394241,,,
-3.206971455,-0.738704333,0.010370546,,,
-3.124240313,-0.738704333,0.010346905,,,
-3.041509172,-0.738704333,0.010323318,,,
-2.95877803,-0.738704333,0.010299785,,,
-2.876046889,-0.738704333,0.010276305,,,
-2.793315747,-0.738704333,0.010252879,,,
-2.710584606,-0.738704333,0.010229506,,,
-2.627853465,-0.738704333,0.010206187,,,
-2.545122323,-0.738704333,0.010182921,,,
-2.462391182,-0.738704333,0.010159708,,,
-2.37966004,-0.738704333,0.010136547,,,
-2.296928899,-0.738704333,0.01011344,,,
-2.214197758,-0.738704333,0.010090385,,,
-2.131466616,-0.738704333,0.010067383,,,
-2.048735475,-0.738704333,0.010044433,,,
-1.966004333,-0.738704333,0.010021535,,,
-1.883273192,-0.738704333,0.00999869,,,
-1.800542051,-0.738704333,0.009975897,,,
-1.717810909,-0.738704333,0.009953156,,,
-1.635079768,-0.738704333,0.009930466,,,
-1.552348626,-0.738704333,0.009907828,,,
-1.469617485,-0.738704333,0.009885242,,,
-1.386886343,-0.738704333,0.009862708,,,
-1.304155202,-0.738704333,0.009840224,,,
-1.221424061,-0.738704333,0.009817792,,,
-1.138692919,-0.738704333,0.009795412,,,
-1.055961778,-0.738704333,0.009773082,,,
-0.973230636,-0.738704333,0.009750803,,,
-0.890499495,-0.738704333,0.009728575,,,
-0.807768354,-0.738704333,0.009706397,,,
-0.725037212,-0.738704333,0.00968427,,,
-0.642306071,-0.738704333,0.009662194,,,
-0.559574929,-0.738704333,0.009640168,,,
-0.476843788,-0.738704333,0.009618192,,,
-0.394112646,-0.738704333,0.009596266,,,
-0.311381505,-0.738704333,0.00957439,,,
-0.228650364,-0.738704333,0.009552564,,,
-0.145919222,-0.738704333,0.009530788,,,
-0.063188081,-0.738704333,0.009509061,,,
0.019543061,-0.738704333,0.009487384,,,
0.102274202,-0.738704333,0.009465757,,,
0.185005343,-0.738704333,0.009444178,,,
0.267736485,-0.738704333,0.009422649,,,
0.350467626,-0.738704333,0.009401169,,,
0.433198768,-0.738704333,0.009379738,,,
0.515929909,-0.738704333,0.009358356,,,
0.598661051,-0.738704333,0.009337022,,,
0.681392192,-0.738704333,0.009315737,,,
0.764123333,-0.738704333,0.009294501,,,
0.846854475,-0.738704333,0.009273313,,,
0.929585616,-0.738704333,0.009252173,,,
1.012316758,-0.738704333,0.009231082,,,
1.095047899,-0.738704333,0.009210039,,,
1.17777904,-0.738704333,0.009189043,,,
1.260510182,-0.738704333,0.009168096,,,
1.343241323,-0.738704333,0.009147196,,,
1.425972465,-0.738704333,0.009126344,,,
1.508703606,-0.738704333,0.009105539,,,
1.591434747,-0.738704333,0.009084782,,,
1.674165889,-0.738704333,0.009064072,,,
1.75689703,-0.738704333,0.009043409,,,
1.839628172,-0.738704333,0.009022794,,,
1.922359313,-0.738704333,0.009002225,,,
2.005090455,-0.738704333,0.008981704,,,
2.087821596,-0.738704333,0.008961229,,,
2.170552737,-0.738704333,0.008940801,,,
2.253283879,-0.738704333,0.008920419,,,
2.33601502,-0.738704333,0.008900084,,,
2.418746162,-0.738704333,0.008879795,,,
2.501477303,-0.738704333,0.008859552,,,
2.584208444,-0.738704333,0.008839356,,,
2.666939586,-0.738704333,0.008819205,,,
2.749670727,-0.738704333,0.008799101,,,
2.832401869,-0.738704333,0.008779042,,,
2.91513301,-0.738704333,0.00875903,,,
2.997864152,-0.738704333,0.008739062,,,
3.080595293,-0.738704333,0.008719141,,,
3.163326434,-0.738704333,0.008699264,,,
3.246057576,-0.738704333,0.008679433,,,
3.328788717,-0.738704333,0.008659647,,,
3.411519859,-0.738704333,0.008639907,,,
3.494251,-0.738704333,0.008620211,,,
-4.696132,-0.643802,0.010567477,,,
-4.613400859,-0.643802,0.010545995,,,
-4.530669717,-0.643802,0.010524556,,,
-4.447938576,-0.643802,0.010503161,,,
-4.365207434,-0.643802,0.01048181,,,
-4.282476293,-0.643802,0.010460502,,,
-4.199745152,-0.643802,0.010439237,,,
-4.11701401,-0.643802,0.010418016,,,
-4.034282869,-0.643802,0.010396837,,,
-3.951551727,-0.643802,0.010375702,,,
-3.868820586,-0.643802,0.01035461,,,
-3.786089444,-0.643802,0.01033356,,,
-3.703358303,-0.643802,0.010312553,,,
-3.620627162,-0.643802,0.010291589,,,
-3.53789602,-0.643802,0.010270668,,,
-3.455164879,-0.643802,0.010249789,,,
-3.372433737,-0.643802,0.010228953,,,
-3.289702596,-0.643802,0.010208159,,,
-3.206971455,-0.643802,0.010187407,,,
-3.124240313,-0.643802,0.010166697,,,
-3.041509172,-0.643802,0.01014603,,,
-2.95877803,-0.643802,0.010125405,,,
-2.876046889,-0.643802,0.010104821,,,
-2.793315747,-0.643802,0.010084279,,,
-2.710584606,-0.643802,0.010063779,,,
-2.627853465,-0.643802,0.010043321,,,
-2.545122323,-0.643802,0.010022904,,,
-2.462391182,-0.643802,0.010002529,,,
-2.37966004,-0.643802,0.009982195,,,
-2.296928899,-0.643802,0.009961903,,,
-2.214197758,-0.643802,0.009941652,,,
-2.131466616,-0.643802,0.009921442,,,
-2.048735475,-0.643802,0.009901273,,,
-1.966004333,-0.643802,0.009881145,,,
-1.883273192,-0.643802,0.009861058,,,
-1.800542051,-0.643802,0.009841012,,,
-1.717810909,-0.643802,0.009821007,,,
-1.635079768,-0.643802,0.009801042,,,
-1.552348626,-0.643802,0.009781118,,,
-1.469617485,-0.643802,0.009761234,,,
-1.386886343,-0.643802,0.009741391,,,
-1.304155202,-0.643802,0.009721588,,,
-1.221424061,-0.643802,0.009701825,,,
-1.138692919,-0.643802,0.009682103,,,
-1.055961778,-0.643802,0.00966242,,,
-0.973230636,-0.643802,0.009642778,,,
-0.890499495,-0.643802,0.009623176,,,
-0.807768354,-0.643802,0.009603613,,,
-0.725037212,-0.643802,0.00958409,,,
-0.642306071,-0.643802,0.009564607,,,
-0.559574929,-0.643802,0.009545164,,,
-0.476843788,-0.643802,0.00952576,,,
-0.394112646,-0.643802,0.009506395,,,
-0.311381505,-0.643802,0.00948707,,,
-0.228650364,-0.643802,0.009467784,,,
-0.145919222,-0.643802,0.009448537,,,
-0.063188081,-0.643802,0.00942933,,,
0.019543061,-0.643802,0.009410161,,,
0.102274202,-0.643802,0.009391032,,,
0.185005343,-0.643802,0.009371941,,,
0.267736485,-0.643802,0.009352889,,,
0.350467626,-0.643802,0.009333876,,,
0.433198768,-0.643802,0.009314902,,,
0.515929909,-0.643802,0.009295966,,,
0.598661051,-0.643802,0.009277068,,,
0.681392192,-0.643802,0.009258209,,,
0.764123333,-0.643802,0.009239389,,,
0.846854475,-0.643802,0.009220606,,,
0.929585616,-0.643802,0.009201862,,,
1.012316758,-0.643802,0.009183156,,,
1.095047899,-0.643802,0.009164488,,,
1.17777904,-0.643802,0.009145858,,,
1.260510182,-0.643802,0.009127266,,,
1.343241323,-0.643802,0.009108711,,,
1.425972465,-0.643802,0.009090194,,,
1.508703606,-0.643802,0.009071715,,,
1.591434747,-0.643802,0.009053274,,,
1.674165889,-0.643802,0.00903487,,,
1.75689703,-0.643802,0.009016503,,,
1.839628172,-0.643802,0.008998174,,,
1.922359313,-0.643802,0.008979882,,,
2.005090455,-0.643802,0.008961627,,,
2.087821596,-0.643802,0.008943409,,,
2.170552737,-0.643802,0.008925228,,,
2.253283879,-0.643802,0.008907085,,,
2.33601502,-0.643802,0.008888978,,,
2.418746162,-0.643802,0.008870908,,,
2.501477303,-0.643802,0.008852874,,,
2.584208444,-0.643802,0.008834878,,,
2.666939586,-0.643802,0.008816918,,,
2.749670727,-0.643802,0.008798994,,,
2.832401869,-0.643802,0.008781107,,,
2.91513301,-0.643802,0.008763256,,,
2.997864152,-0.643802,0.008745442,,,
3.080595293,-0.643802,0.008727664,,,
3.163326434,-0.643802,0.008709921,,,
3.246057576,-0.643802,0.008692215,,,
3.328788717,-0.643802,0.008674545,,,
3.411519859,-0.643802,0.008656911,,,
3.494251,-0.643802,0.008639313,,,
-4.696132,-0.548899667,0.010334755,,,
-4.613400859,-0.548899667,0.010316297,,,
-4.530669717,-0.548899667,0.010297871,,,
-4.447938576,-0.548899667,0.010279479,,,
-4.365207434,-0.548899667,0.010261119,,,
-4.282476293,-0.548899667,0.010242793,,,
-4.199745152,-0.548899667,0.010224499,,,
-4.11701401,-0.548899667,0.010206237,,,
-4.034282869,-0.548899667,0.010188009,,,
-3.951551727,-0.548899667,0.010169812,,,
-3.868820586,-0.548899667,0.010151649,,,
-3.786089444,-0.548899667,0.010133517,,,
-3.703358303,-0.548899667,0.010115419,,,
-3.620627162,-0.548899667,0.010097352,,,
-3.53789602,-0.548899667,0.010079318,,,
-3.455164879,-0.548899667,0.010061316,,,
-3.372433737,-0.548899667,0.010043346,,,
-3.289702596,-0.548899667,0.010025408,,,
-3.206971455,-0.548899667,0.010007502,,,
-3.124240313,-0.548899667,0.009989628,,,
-3.041509172,-0.548899667,0.009971787,,,
-2.95877803,-0.548899667,0.009953977,,,
-2.876046889,-0.548899667,0.009936198,,,
-2.793315747,-0.548899667,0.009918452,,,
-2.710584606,-0.548899667,0.009900737,,,
-2.627853465,-0.548899667,0.009883054,,,
-2.545122323,-0.548899667,0.009865403,,,
-2.462391182,-0.548899667,0.009847783,,,
-2.37966004,-0.548899667,0.009830194,,,
-2.296928899,-0.548899667,0.009812637,,,
-2.214197758,-0.548899667,0.009795111,,,
-2.131466616,-0.548899667,0.009777617,,,
-2.048735475,-0.548899667,0.009760154,,,
-1.966004333,-0.548899667,0.009742722,,,
-1.883273192,-0.548899667,0.009725321,,,
-1.800542051,-0.548899667,0.009707951,,,
-1.717810909,-0.548899667,0.009690612,,,
-1.635079768,-0.548899667,0.009673304,,,
-1.552348626,-0.548899667,0.009656027,,,
-1.469617485,-0.548899667,0.009638781,,,
-1.386886343,-0.548899667,0.009621566,,,
-1.304155202,-0.548899667,0.009604382,,,
-1.221424061,-0.548899667,0.009587228,,,
-1.138692919,-0.548899667,0.009570105,,,
-1.055961778,-0.548899667,0.009553012,,,
-0.973230636,-0.548899667,0.00953595,,,
-0.890499495,-0.548899667,0.009518919,,,
-0.807768354,-0.548899667,0.009501917,,,
-0.725037212,-0.548899667,0.009484947,,,
-0.642306071,-0.548899667,0.009468006,,,
-0.559574929,-0.548899667,0.009451096,,,
-0.476843788,-0.548899667,0.009434216,,,
-0.394112646,-0.548899667,0.009417366,,,
-0.311381505,-0.548899667,0.009400546,,,
-0.228650364,-0.548899667,0.009383756,,,
-0.145919222,-0.548899667,0.009366997,,,
-0.063188081,-0.548899667,0.009350267,,,
0.019543061,-0.548899667,0.009333567,,,
0.102274202,-0.548899667,0.009316897,,,
0.185005343,-0.548899667,0.009300256,,,
0.267736485,-0.548899667,0.009283646,,,
0.350467626,-0.548899667,0.009267065,,,
0.433198768,-0.548899667,0.009250514,,,
0.515929909,-0.548899667,0.009233992,,,
0.598661051,-0.548899667,0.0092175,,,
0.681392192,-0.548899667,0.009201037,,,
0.764123333,-0.548899667,0.009184603,,,
0.846854475,-0.548899667,0.009168199,,,
0.929585616,-0.548899667,0.009151824,,,
1.012316758,-0.548899667,0.009135479,,,
1.095047899,-0.548899667,0.009119163,,,
1.17777904,-0.548899667,0.009102875,,,
1.260510182,-0.548899667,0.009086617,,,
1.343241323,-0.548899667,0.009070388,,,
1.425972465,-0.548899667,0.009054188,,,
1.508703606,-0.548899667,0.009038017,,,
1.591434747,-0.548899667,0.009021875,,,
1.674165889,-0.548899667,0.009005761,,,
1.75689703,-0.548899667,0.008989677,,,
1.839628172,-0.548899667,0.008973621,,,
1.922359313,-0.548899667,0.008957594,,,
2.005090455,-0.548899667,0.008941595,,,
2.087821596,-0.548899667,0.008925625,,,
2.170552737,-0.548899667,0.008909684,,,
2.253283879,-0.548899667,0.00889377,,,
2.33601502,-0.548899667,0.008877886,,,
2.418746162,-0.548899667,0.00886203,,,
2.501477303,-0.548899667,0.008846202,,,
2.584208444,-0.548899667,0.008830402,,,
2.666939586,-0.548899667,0.008814631,,,
2.749670727,-0.548899667,0.008798887,,,
2.832401869,-0.548899667,0.008783172,,,
2.91513301,-0.548899667,0.008767485,,,
2.997864152,-0.548899667,0.008751826,,,
3.080595293,-0.548899667,0.008736195,,,
3.163326434,-0.548899667,0.008720592,,,
3.246057576,-0.548899667,0.008705016,,,
3.328788717,-0.548899667,0.008689469,,,
3.411519859,-0.548899667,0.008673949,,,
3.494251,-0.548899667,0.008658457,,,
-4.696132,-0.453997333,0.010107158,,,
-4.613400859,-0.453997333,0.010091601,,,
-4.530669717,-0.453997333,0.010076069,,,
-4.447938576,-0.453997333,0.01006056,,,
-4.365207434,-0.453997333,0.010045075,,,
-4.282476293,-0.453997333,0.010029614,,,
-4.199745152,-0.453997333,0.010014177,,,
-4.11701401,-0.453997333,0.009998764,,,
-4.034282869,-0.453997333,0.009983374,,,
-3.951551727,-0.453997333,0.009968008,,,
-3.868820586,-0.453997333,0.009952666,,,
-3.786089444,-0.453997333,0.009937347,,,
-3.703358303,-0.453997333,0.009922052,,,
-3.620627162,-0.453997333,0.009906781,,,
-3.53789602,-0.453997333,0.009891533,,,
-3.455164879,-0.453997333,0.009876308,,,
-3.372433737,-0.453997333,0.009861107,,,
-3.289702596,-0.453997333,0.009845929,,,
-3.206971455,-0.453997333,0.009830775,,,
-3.124240313,-0.453997333,0.009815643,,,
-3.041509172,-0.453997333,0.009800536,,,
-2.95877803,-0.453997333,0.009785451,,,
-2.876046889,-0.453997333,0.00977039,,,
-2.793315747,-0.453997333,0.009755352,,,
-2.710584606,-0.453997333,0.009740337,,,
-2.627853465,-0.453997333,0.009725345,,,
-2.545122323,-0.453997333,0.009710376,,,
-2.462391182,-0.453997333,0.00969543,,,
-2.37966004,-0.453997333,0.009680507,,,
-2.296928899,-0.453997333,0.009665607,,,
-2.214197758,-0.453997333,0.009650731,,,
-2.131466616,-0.453997333,0.009635877,,,
-2.048735475,-0.453997333,0.009621046,,,
-1.966004333,-0.453997333,0.009606237,,,
-1.883273192,-0.453997333,0.009591452,,,
-1.800542051,-0.453997333,0.009576689,,,
-1.717810909,-0.453997333,0.009561949,,,
-1.635079768,-0.453997333,0.009547232,,,
-1.552348626,-0.453997333,0.009532537,,,
-1.469617485,-0.453997333,0.009517865,,,
-1.386886343,-0.453997333,0.009503215,,,
-1.304155202,-0.453997333,0.009488588,,,
-1.221424061,-0.453997333,0.009473984,,,
-1.138692919,-0.453997333,0.009459402,,,
-1.055961778,-0.453997333,0.009444843,,,
-0.973230636,-0.453997333,0.009430306,,,
-0.890499495,-0.453997333,0.009415791,,,
-0.807768354,-0.453997333,0.009401298,,,
-0.725037212,-0.453997333,0.009386828,,,
-0.642306071,-0.453997333,0.009372381,,,
-0.559574929,-0.453997333,0.009357955,,,
-0.476843788,-0.453997333,0.009343552,,,
-0.394112646,-0.453997333,0.009329171,,,
-0.311381505,-0.453997333,0.009314811,,,
-0.228650364,-0.453997333,0.009300475,,,
-0.145919222,-0.453997333,0.00928616,,,
-0.063188081,-0.453997333,0.009271867,,,
0.019543061,-0.453997333,0.009257596,,,
0.102274202,-0.453997333,0.009243347,,,
0.185005343,-0.453997333,0.00922912,,,
0.267736485,-0.453997333,0.009214915,,,
0.350467626,-0.453997333,0.009200732,,,
0.433198768,-0.453997333,0.009186571,,,
0.515929909,-0.453997333,0.009172431,,,
0.598661051,-0.453997333,0.009158313,,,
0.681392192,-0.453997333,0.009144217,,,
0.764123333,-0.453997333,0.009130143,,,
0.846854475,-0.453997333,0.00911609,,,
0.929585616,-0.453997333,0.009102059,,,
1.012316758,-0.453997333,0.009088049,,,
1.095047899,-0.453997333,0.009074061,,,
1.17777904,-0.453997333,0.009060095,,,
1.260510182,-0.453997333,0.00904615,,,
1.343241323,-0.453997333,0.009032227,,,
1.425972465,-0.453997333,0.009018325,,,
1.508703606,-0.453997333,0.009004444,,,
1.591434747,-0.453997333,0.008990585,,,
1.674165889,-0.453997333,0.008976747,,,
1.75689703,-0.453997333,0.00896293,,,
1.839628172,-0.453997333,0.008949135,,,
1.922359313,-0.453997333,0.008935361,,,
2.005090455,-0.453997333,0.008921608,,,
2.087821596,-0.453997333,0.008907876,,,
2.170552737,-0.453997333,0.008894166,,,
2.253283879,-0.453997333,0.008880476,,,
2.33601502,-0.453997333,0.008866808,,,
2.418746162,-0.453997333,0.00885316,,,
2.501477303,-0.453997333,0.008839534,,,
2.584208444,-0.453997333,0.008825928,,,
2.666939586,-0.453997333,0.008812344,,,
2.749670727,-0.453997333,0.00879878,,,
2.832401869,-0.453997333,0.008785238,,,
2.91513301,-0.453997333,0.008771716,,,
2.997864152,-0.453997333,0.008758215,,,
3.080595293,-0.453997333,0.008744735,,,
3.163326434,-0.453997333,0.008731275,,,
3.246057576,-0.453997333,0.008717836,,,
3.328788717,-0.453997333,0.008704418,,,
3.411519859,-0.453997333,0.008691021,,,
3.494251,-0.453997333,0.008677644,,,
-4.696132,-0.359095,0.009884573,,,
-4.613400859,-0.359095,0.0098718,,,
-4.530669717,-0.359095,0.009859044,,,
-4.447938576,-0.359095,0.009846304,,,
-4.365207434,-0.359095,0.00983358,,,
-4.282476293,-0.359095,0.009820873,,,
-4.199745152,-0.359095,0.009808182,,,
-4.11701401,-0.359095,0.009795508,,,
-4.034282869,-0.359095,0.00978285,,,
-3.951551727,-0.359095,0.009770209,,,
-3.868820586,-0.359095,0.009757584,,,
-3.786089444,-0.359095,0.009744975,,,
-3.703358303,-0.359095,0.009732382,,,
-3.620627162,-0.359095,0.009719806,,,
-3.53789602,-0.359095,0.009707246,,,
-3.455164879,-0.359095,0.009694702,,,
-3.372433737,-0.359095,0.009682174,,,
-3.289702596,-0.359095,0.009669663,,,
-3.206971455,-0.359095,0.009657168,,,
-3.124240313,-0.359095,0.009644689,,,
-3.041509172,-0.359095,0.009632226,,,
-2.95877803,-0.359095,0.009619779,,,
-2.876046889,-0.359095,0.009607348,,,
-2.793315747,-0.359095,0.009594933,,,
-2.710584606,-0.359095,0.009582535,,,
-2.627853465,-0.359095,0.009570152,,,
-2.545122323,-0.359095,0.009557785,,,
-2.462391182,-0.359095,0.009545435,,,
-2.37966004,-0.359095,0.0095331,,,
-2.296928899,-0.359095,0.009520781,,,
-2.214197758,-0.359095,0.009508478,,,
-2.131466616,-0.359095,0.009496191,,,
-2.048735475,-0.359095,0.00948392,,,
-1.966004333,-0.359095,0.009471665,,,
-1.883273192,-0.359095,0.009459425,,,
-1.800542051,-0.359095,0.009447202,,,
-1.717810909,-0.359095,0.009434994,,,
-1.635079768,-0.359095,0.009422802,,,
-1.552348626,-0.359095,0.009410626,,,
-1.469617485,-0.359095,0.009398465,,,
-1.386886343,-0.359095,0.00938632,,,
-1.304155202,-0.359095,0.009374191,,,
-1.221424061,-0.359095,0.009362078,,,
-1.138692919,-0.359095,0.00934998,,,
-1.055961778,-0.359095,0.009337898,,,
-0.973230636,-0.359095,0.009325831,,,
-0.890499495,-0.359095,0.00931378,,,
-0.807768354,-0.359095,0.009301745,,,
-0.725037212,-0.359095,0.009289725,,,
-0.642306071,-0.359095,0.009277721,,,
-0.559574929,-0.359095,0.009265732,,,
-0.476843788,-0.359095,0.009253759,,,
-0.394112646,-0.359095,0.009241801,,,
-0.311381505,-0.359095,0.009229859,,,
-0.228650364,-0.359095,0.009217932,,,
-0.145919222,-0.359095,0.00920602,,,
-0.063188081,-0.359095,0.009194124,,,
0.019543061,-0.359095,0.009182243,,,
0.102274202,-0.359095,0.009170378,,,
0.185005343,-0.359095,0.009158528,,,
0.267736485,-0.359095,0.009146693,,,
0.350467626,-0.359095,0.009134874,,,
0.433198768,-0.359095,0.009123069,,,
0.515929909,-0.359095,0.009111281,,,
0.598661051,-0.359095,0.009099507,,,
0.681392192,-0.359095,0.009087748,,,
0.764123333,-0.359095,0.009076005,,,
