est.Com.Size.Gradient,est.E_PC1,est.beta,Com.Size.Gradient,E_PC1,BD
8.780346303,-4.365207434,0.009842383,,,
8.841997515,-4.365207434,0.009804974,,,
8.903648727,-4.365207434,0.009767707,,,
8.965299939,-4.365207434,0.009730581,,,
9.026951152,-4.365207434,0.009693597,,,
9.088602364,-4.365207434,0.009656753,,,
9.150253576,-4.365207434,0.00962005,,,
9.211904788,-4.365207434,0.009583485,,,
9.273556,-4.365207434,0.00954706,,,
3.170086,-4.282476293,0.013842431,,,
3.231737212,-4.282476293,0.013790202,,,
3.293388424,-4.282476293,0.013738171,,,
3.355039636,-4.282476293,0.013686335,,,
3.416690848,-4.282476293,0.013634695,,,
3.478342061,-4.282476293,0.01358325,,,
3.539993273,-4.282476293,0.013531999,,,
3.601644485,-4.282476293,0.013480941,,,
3.663295697,-4.282476293,0.013430076,,,
3.724946909,-4.282476293,0.013379403,,,
3.786598121,-4.282476293,0.013328921,,,
3.848249333,-4.282476293,0.013278629,,,
3.909900545,-4.282476293,0.013228528,,,
3.971551758,-4.282476293,0.013178615,,,
4.03320297,-4.282476293,0.013128891,,,
4.094854182,-4.282476293,0.013079354,,,
4.156505394,-4.282476293,0.013030004,,,
4.218156606,-4.282476293,0.01298084,,,
4.279807818,-4.282476293,0.012931862,,,
4.34145903,-4.282476293,0.012883069,,,
4.403110242,-4.282476293,0.01283446,,,
4.464761455,-4.282476293,0.012786034,,,
4.526412667,-4.282476293,0.012737791,,,
4.588063879,-4.282476293,0.01268973,,,
4.649715091,-4.282476293,0.01264185,,,
4.711366303,-4.282476293,0.012594151,,,
4.773017515,-4.282476293,0.012546632,,,
4.834668727,-4.282476293,0.012499292,,,
4.896319939,-4.282476293,0.012452131,,,
4.957971152,-4.282476293,0.012405148,,,
5.019622364,-4.282476293,0.012358342,,,
5.081273576,-4.282476293,0.012311712,,,
5.142924788,-4.282476293,0.012265259,,,
5.204576,-4.282476293,0.012218981,,,
5.266227212,-4.282476293,0.012172877,,,
5.327878424,-4.282476293,0.012126948,,,
5.389529636,-4.282476293,0.012081191,,,
5.451180848,-4.282476293,0.012035608,,,
5.512832061,-4.282476293,0.011990196,,,
5.574483273,-4.282476293,0.011944956,,,
5.636134485,-4.282476293,0.011899886,,,
5.697785697,-4.282476293,0.011854987,,,
5.759436909,-4.282476293,0.011810256,,,
5.821088121,-4.282476293,0.011765695,,,
5.882739333,-4.282476293,0.011721302,,,
5.944390545,-4.282476293,0.011677076,,,
6.006041758,-4.282476293,0.011633017,,,
6.06769297,-4.282476293,0.011589125,,,
6.129344182,-4.282476293,0.011545398,,,
6.190995394,-4.282476293,0.011501835,,,
6.252646606,-4.282476293,0.011458438,,,
6.314297818,-4.282476293,0.011415204,,,
6.37594903,-4.282476293,0.011372133,,,
6.437600242,-4.282476293,0.011329225,,,
6.499251455,-4.282476293,0.011286478,,,
6.560902667,-4.282476293,0.011243893,,,
6.622553879,-4.282476293,0.011201469,,,
6.684205091,-4.282476293,0.011159204,,,
6.745856303,-4.282476293,0.0111171,,,
6.807507515,-4.282476293,0.011075154,,,
6.869158727,-4.282476293,0.011033366,,,
6.930809939,-4.282476293,0.010991736,,,
6.992461152,-4.282476293,0.010950263,,,
7.054112364,-4.282476293,0.010908946,,,
7.115763576,-4.282476293,0.010867786,,,
7.177414788,-4.282476293,0.01082678,,,
7.239066,-4.282476293,0.01078593,,,
7.300717212,-4.282476293,0.010745233,,,
7.362368424,-4.282476293,0.01070469,,,
7.424019636,-4.282476293,0.0106643,,,
7.485670848,-4.282476293,0.010624063,,,
7.547322061,-4.282476293,0.010583977,,,
7.608973273,-4.282476293,0.010544042,,,
7.670624485,-4.282476293,0.010504259,,,
7.732275697,-4.282476293,0.010464625,,,
