est.River.dist.lake,est.Head.river.dist,est.n1,River.dist.lake,Euc.dist.lake,Head.river.dist,SD
5.744696267,5.332341,3.12377791,4.751984601,4.682979386,6.600859807,4.206406051
5.8349025,5.332341,3.097010772,4.912054625,4.821531115,7.829163347,3.967408831
5.925108733,5.332341,3.070243635,4.912054625,4.821531115,7.829163347,4.055162954
6.015314967,5.332341,3.043476498,4.912054625,4.821531115,7.829163347,4.179488628
6.1055212,5.332341,3.016709361,4.751984601,4.682979386,6.600859807,4.257392127
6.195727433,5.332341,2.989942223,5.338057387,5.2736585,7.863960303,1.782875383
6.285933667,5.332341,2.963175086,5.338057387,5.2736585,7.863960303,2.522275285
6.3761399,5.332341,2.936407949,5.338057387,5.2736585,7.863960303,2.738619352
6.466346133,5.332341,2.909640811,6.301292479,6.351302372,7.863801231,1.868985024
6.556552367,5.332341,2.882873674,6.301292479,6.351302372,7.863801231,3.523626524
6.6467586,5.332341,2.856106537,6.301292479,6.351302372,7.863801231,8.603721219
6.736964833,5.332341,2.829339399,6.301292479,6.351302372,7.863801231,3.639507592
6.827171067,5.332341,2.802572262,3.562675348,3.317023992,6.835049044,2.514930601
6.9173773,5.332341,2.775805125,3.552364306,2.894248589,7.618305475,3.51776571
7.007583533,5.332341,2.749037988,3.711025515,3.595203606,7.619778511,6.361324417
7.097789767,5.332341,2.72227085,2.709153585,2.703025304,7.884122484,5.545405089
7.187996,5.332341,2.695503713,6.35235901,6.045632165,8.075154128,4.13706749
7.278202233,5.332341,2.668736576,7.238127426,6.957083993,8.301835179,4.58323879
7.368408467,5.332341,2.641969438,1.913977102,2.019268121,8.467634323,5.691657497
7.4586147,5.332341,2.615202301,5.271008619,5.234547036,8.507518102,2.566108175
7.548820933,5.332341,2.588435164,5.623511555,5.59346132,8.523991143,4.060122599
7.639027167,5.332341,2.561668026,3.623696312,4.27596576,8.579347718,5.226649194
7.7292334,5.332341,2.534900889,6.304640177,6.319286009,8.670817338,3.288895511
7.819439633,5.332341,2.508133752,5.705286806,5.561745888,5.470207816,7.929410163
7.909645867,5.332341,2.481366615,5.884093111,5.725559191,5.691489569,7.353434414
7.9998521,5.332341,2.454599477,1.565469306,3.213865056,6.253674765,2.901864398
8.090058333,5.332341,2.42783234,6.009183869,5.922665603,6.830950687,2.28595003
8.180264567,5.332341,2.401065203,3.347924645,3.406641582,6.956986803,1.894843094
8.2704708,5.332341,2.374298065,5.854555402,5.803525509,7.223178729,3.101994734
8.360677033,5.332341,2.347530928,5.615423214,5.187846335,6.761404673,3.784190922
8.450883267,5.332341,2.320763791,6.393207234,6.377406687,7.079180936,5.233157067
8.5410895,5.332341,2.293996653,6.798569961,6.768050173,7.303701525,8.679547323
8.631295733,5.332341,2.267229516,6.886249228,6.85553885,7.357523516,8.888204904
8.721501967,5.332341,2.240462379,7.269584165,7.215252781,7.613413077,6.691136356
8.8117082,5.332341,2.213695241,7.360192608,7.297430221,7.67849503,6.322071088
8.901914433,5.332341,2.186928104,3.557556445,3.644981118,7.912356135,2.592376458
8.992120667,5.332341,2.160160967,4.59494629,4.535500612,7.935488098,4.14931646
9.0823269,5.332341,2.13339383,5.471547918,5.462566383,7.983974618,3.721081888
9.172533133,5.332341,2.106626692,5.975461137,5.903427276,8.035728704,8.252566858
9.262739367,5.332341,2.079859555,6.25743184,6.203288344,8.076396191,10.14561652
9.3529456,5.332341,2.053092418,1.915288926,1.547562509,8.218093332,1.279724827
9.443151833,5.332341,2.02632528,4.077198403,3.989086147,8.218093332,3.282494529
9.533358067,5.332341,1.999558143,4.773945404,4.720055174,8.217433919,1.939092334
9.6235643,5.332341,1.972791006,2.546315278,0.741937345,8.288230547,1.415609097
0.6931472,5.380126414,4.589405201,4.324328216,3.784047478,8.281610139,1.656688032
0.783353433,5.380126414,4.563839012,4.830710862,4.391896613,8.268748489,2.033054954
0.873559667,5.380126414,4.538272823,0.740990908,3.736616146,8.334777211,1.508302953
0.9637659,5.380126414,4.512706634,4.847711441,3.474737459,8.364931977,3.826460656
1.053972133,5.380126414,4.487140445,5.720601915,5.331989245,8.405470205,8.99580271
1.144178367,5.380126414,4.461574256,5.886363886,5.493116515,8.417696522,11.74437718
1.2343846,5.380126414,4.436008067,6.24625333,5.968655651,8.451576094,5.710475377
1.324590833,5.380126414,4.410441878,1.913977102,3.254870714,8.532752106,5.975338395
1.414797067,5.380126414,4.384875689,5.812572983,5.948315623,8.596352103,8.935345189
1.5050033,5.380126414,4.3593095,6.540878907,6.584110439,8.660479044,7.524917829
1.595209533,5.380126414,4.333743311,6.95713347,7.144050192,8.720627062,8.042276336
1.685415767,5.380126414,4.308177122,7.162044132,7.301123756,8.758875382,8.916913815
1.775622,5.380126414,4.282610933,7.686342588,7.747242858,8.889555824,8.316269292
1.865828233,5.380126414,4.257044744,7.821685284,7.815611912,8.932147543,4.192733164
1.956034467,5.380126414,4.231478555,3.575541704,3.331973618,9.033596385,1.709787709
2.0462407,5.380126414,4.205912366,4.716216967,4.843730104,9.042628417,10.14935674
2.136446933,5.380126414,4.180346177,7.542587902,7.563192727,9.233171282,11.69921235
2.226653167,5.380126414,4.154779988,8.467034897,8.420461685,9.480338752,7.446553605
2.3168594,5.380126414,4.129213799,9.242660632,9.153543969,9.834818448,12.08559184
2.407065633,5.380126414,4.10364761,9.623564316,9.499242006,10.06309748,12.54196005
2.497271867,5.380126414,4.078081421,,,,
2.5874781,5.380126414,4.052515232,,,,
2.677684333,5.380126414,4.026949043,,,,
2.767890567,5.380126414,4.001382854,,,,
2.8580968,5.380126414,3.975816665,,,,
2.948303033,5.380126414,3.950250476,,,,
3.038509267,5.380126414,3.924684287,,,,
3.1287155,5.380126414,3.899118098,,,,
3.218921733,5.380126414,3.873551909,,,,
3.309127967,5.380126414,3.84798572,,,,
3.3993342,5.380126414,3.822419531,,,,
3.489540433,5.380126414,3.796853342,,,,
3.579746667,5.380126414,3.771287153,,,,
3.6699529,5.380126414,3.745720964,,,,
3.760159133,5.380126414,3.720154775,,,,
3.850365367,5.380126414,3.694588586,,,,
3.9405716,5.380126414,3.669022397,,,,
4.030777833,5.380126414,3.643456208,,,,
4.120984067,5.380126414,3.617890019,,,,
4.2111903,5.380126414,3.592323829,,,,
4.301396533,5.380126414,3.56675764,,,,
4.391602767,5.380126414,3.541191451,,,,
4.481809,5.380126414,3.515625262,,,,
4.572015233,5.380126414,3.490059073,,,,
4.662221467,5.380126414,3.464492884,,,,
4.7524277,5.380126414,3.438926695,,,,
4.842633933,5.380126414,3.413360506,,,,
4.932840167,5.380126414,3.387794317,,,,
5.0230464,5.380126414,3.362228128,,,,
5.113252633,5.380126414,3.336661939,,,,
5.203458867,5.380126414,3.31109575,,,,
5.2936651,5.380126414,3.285529561,,,,
5.383871333,5.380126414,3.259963372,,,,
5.474077567,5.380126414,3.234397183,,,,
5.5642838,5.380126414,3.208830994,,,,
5.654490033,5.380126414,3.183264805,,,,
5.744696267,5.380126414,3.157698616,,,,
5.8349025,5.380126414,3.132132427,,,,
5.925108733,5.380126414,3.106566238,,,,
6.015314967,5.380126414,3.081000049,,,,
6.1055212,5.380126414,3.05543386,,,,
6.195727433,5.380126414,3.029867671,,,,
6.285933667,5.380126414,3.004301482,,,,
6.3761399,5.380126414,2.978735293,,,,
6.466346133,5.380126414,2.953169104,,,,
6.556552367,5.380126414,2.927602915,,,,
6.6467586,5.380126414,2.902036726,,,,
6.736964833,5.380126414,2.876470537,,,,
6.827171067,5.380126414,2.850904348,,,,
6.9173773,5.380126414,2.825338159,,,,
7.007583533,5.380126414,2.79977197,,,,
7.097789767,5.380126414,2.774205781,,,,
7.187996,5.380126414,2.748639592,,,,
7.278202233,5.380126414,2.723073403,,,,
7.368408467,5.380126414,2.697507214,,,,
7.4586147,5.380126414,2.671941025,,,,
7.548820933,5.380126414,2.646374836,,,,
7.639027167,5.380126414,2.620808647,,,,
7.7292334,5.380126414,2.595242458,,,,
7.819439633,5.380126414,2.569676269,,,,
7.909645867,5.380126414,2.54411008,,,,
7.9998521,5.380126414,2.518543891,,,,
8.090058333,5.380126414,2.492977702,,,,
8.180264567,5.380126414,2.467411513,,,,
8.2704708,5.380126414,2.441845324,,,,
8.360677033,5.380126414,2.416279135,,,,
8.450883267,5.380126414,2.390712946,,,,
8.5410895,5.380126414,2.365146757,,,,
8.631295733,5.380126414,2.339580568,,,,
8.721501967,5.380126414,2.314014379,,,,
8.8117082,5.380126414,2.28844819,,,,
8.901914433,5.380126414,2.262882001,,,,
8.992120667,5.380126414,2.237315812,,,,
9.0823269,5.380126414,2.211749623,,,,
9.172533133,5.380126414,2.186183434,,,,
9.262739367,5.380126414,2.160617245,,,,
9.3529456,5.380126414,2.135051056,,,,
9.443151833,5.380126414,2.109484866,,,,
9.533358067,5.380126414,2.083918677,,,,
9.6235643,5.380126414,2.058352488,,,,
0.6931472,5.427911828,4.556072804,,,,
0.783353433,5.427911828,4.531707563,,,,
0.873559667,5.427911828,4.507342322,,,,
0.9637659,5.427911828,4.482977082,,,,
1.053972133,5.427911828,4.458611841,,,,
1.144178367,5.427911828,4.4342466,,,,
1.2343846,5.427911828,4.409881359,,,,
1.324590833,5.427911828,4.385516119,,,,
1.414797067,5.427911828,4.361150878,,,,
1.5050033,5.427911828,4.336785637,,,,
1.595209533,5.427911828,4.312420396,,,,
1.685415767,5.427911828,4.288055156,,,,
1.775622,5.427911828,4.263689915,,,,
1.865828233,5.427911828,4.239324674,,,,
1.956034467,5.427911828,4.214959433,,,,
2.0462407,5.427911828,4.190594193,,,,
2.136446933,5.427911828,4.166228952,,,,
2.226653167,5.427911828,4.141863711,,,,
2.3168594,5.427911828,4.117498471,,,,
2.407065633,5.427911828,4.09313323,,,,
2.497271867,5.427911828,4.068767989,,,,
2.5874781,5.427911828,4.044402748,,,,
2.677684333,5.427911828,4.020037508,,,,
2.767890567,5.427911828,3.995672267,,,,
2.8580968,5.427911828,3.971307026,,,,
2.948303033,5.427911828,3.946941785,,,,
3.038509267,5.427911828,3.922576545,,,,
3.1287155,5.427911828,3.898211304,,,,
3.218921733,5.427911828,3.873846063,,,,
3.309127967,5.427911828,3.849480822,,,,
3.3993342,5.427911828,3.825115582,,,,
3.489540433,5.427911828,3.800750341,,,,
3.579746667,5.427911828,3.7763851,,,,
3.6699529,5.427911828,3.75201986,,,,
3.760159133,5.427911828,3.727654619,,,,
3.850365367,5.427911828,3.703289378,,,,
3.9405716,5.427911828,3.678924137,,,,
4.030777833,5.427911828,3.654558897,,,,
4.120984067,5.427911828,3.630193656,,,,
4.2111903,5.427911828,3.605828415,,,,
4.301396533,5.427911828,3.581463174,,,,
4.391602767,5.427911828,3.557097934,,,,
4.481809,5.427911828,3.532732693,,,,
4.572015233,5.427911828,3.508367452,,,,
4.662221467,5.427911828,3.484002211,,,,
4.7524277,5.427911828,3.459636971,,,,
4.842633933,5.427911828,3.43527173,,,,
4.932840167,5.427911828,3.410906489,,,,
5.0230464,5.427911828,3.386541249,,,,
5.113252633,5.427911828,3.362176008,,,,
5.203458867,5.427911828,3.337810767,,,,
5.2936651,5.427911828,3.313445526,,,,
5.383871333,5.427911828,3.289080286,,,,
5.474077567,5.427911828,3.264715045,,,,
5.5642838,5.427911828,3.240349804,,,,
5.654490033,5.427911828,3.215984563,,,,
5.744696267,5.427911828,3.191619323,,,,
5.8349025,5.427911828,3.167254082,,,,
5.925108733,5.427911828,3.142888841,,,,
6.015314967,5.427911828,3.1185236,,,,
6.1055212,5.427911828,3.09415836,,,,
6.195727433,5.427911828,3.069793119,,,,
6.285933667,5.427911828,3.045427878,,,,
6.3761399,5.427911828,3.021062638,,,,
6.466346133,5.427911828,2.996697397,,,,
6.556552367,5.427911828,2.972332156,,,,
6.6467586,5.427911828,2.947966915,,,,
6.736964833,5.427911828,2.923601675,,,,
6.827171067,5.427911828,2.899236434,,,,
6.9173773,5.427911828,2.874871193,,,,
7.007583533,5.427911828,2.850505952,,,,
7.097789767,5.427911828,2.826140712,,,,
7.187996,5.427911828,2.801775471,,,,
7.278202233,5.427911828,2.77741023,,,,
7.368408467,5.427911828,2.753044989,,,,
7.4586147,5.427911828,2.728679749,,,,
7.548820933,5.427911828,2.704314508,,,,
7.639027167,5.427911828,2.679949267,,,,
7.7292334,5.427911828,2.655584027,,,,
7.819439633,5.427911828,2.631218786,,,,
7.909645867,5.427911828,2.606853545,,,,
7.9998521,5.427911828,2.582488304,,,,
8.090058333,5.427911828,2.558123064,,,,
8.180264567,5.427911828,2.533757823,,,,
8.2704708,5.427911828,2.509392582,,,,
8.360677033,5.427911828,2.485027341,,,,
8.450883267,5.427911828,2.460662101,,,,
8.5410895,5.427911828,2.43629686,,,,
8.631295733,5.427911828,2.411931619,,,,
8.721501967,5.427911828,2.387566378,,,,
8.8117082,5.427911828,2.363201138,,,,
8.901914433,5.427911828,2.338835897,,,,
8.992120667,5.427911828,2.314470656,,,,
9.0823269,5.427911828,2.290105416,,,,
9.172533133,5.427911828,2.265740175,,,,
9.262739367,5.427911828,2.241374934,,,,
9.3529456,5.427911828,2.217009693,,,,
9.443151833,5.427911828,2.192644453,,,,
9.533358067,5.427911828,2.168279212,,,,
9.6235643,5.427911828,2.143913971,,,,
0.6931472,5.475697242,4.522740406,,,,
0.783353433,5.475697242,4.499576114,,,,
0.873559667,5.475697242,4.476411821,,,,
0.9637659,5.475697242,4.453247529,,,,
1.053972133,5.475697242,4.430083236,,,,
1.144178367,5.475697242,4.406918944,,,,
1.2343846,5.475697242,4.383754652,,,,
1.324590833,5.475697242,4.360590359,,,,
1.414797067,5.475697242,4.337426067,,,,
1.5050033,5.475697242,4.314261774,,,,
1.595209533,5.475697242,4.291097482,,,,
1.685415767,5.475697242,4.267933189,,,,
1.775622,5.475697242,4.244768897,,,,
1.865828233,5.475697242,4.221604604,,,,
1.956034467,5.475697242,4.198440312,,,,
2.0462407,5.475697242,4.17527602,,,,
2.136446933,5.475697242,4.152111727,,,,
2.226653167,5.475697242,4.128947435,,,,
2.3168594,5.475697242,4.105783142,,,,
2.407065633,5.475697242,4.08261885,,,,
2.497271867,5.475697242,4.059454557,,,,
2.5874781,5.475697242,4.036290265,,,,
2.677684333,5.475697242,4.013125972,,,,
2.767890567,5.475697242,3.98996168,,,,
2.8580968,5.475697242,3.966797387,,,,
2.948303033,5.475697242,3.943633095,,,,
3.038509267,5.475697242,3.920468803,,,,
3.1287155,5.475697242,3.89730451,,,,
3.218921733,5.475697242,3.874140218,,,,
3.309127967,5.475697242,3.850975925,,,,
3.3993342,5.475697242,3.827811633,,,,
3.489540433,5.475697242,3.80464734,,,,
3.579746667,5.475697242,3.781483048,,,,
3.6699529,5.475697242,3.758318755,,,,
3.760159133,5.475697242,3.735154463,,,,
3.850365367,5.475697242,3.711990171,,,,
3.9405716,5.475697242,3.688825878,,,,
4.030777833,5.475697242,3.665661586,,,,
4.120984067,5.475697242,3.642497293,,,,
4.2111903,5.475697242,3.619333001,,,,
4.301396533,5.475697242,3.596168708,,,,
4.391602767,5.475697242,3.573004416,,,,
4.481809,5.475697242,3.549840123,,,,
4.572015233,5.475697242,3.526675831,,,,
4.662221467,5.475697242,3.503511539,,,,
4.7524277,5.475697242,3.480347246,,,,
4.842633933,5.475697242,3.457182954,,,,
4.932840167,5.475697242,3.434018661,,,,
5.0230464,5.475697242,3.410854369,,,,
5.113252633,5.475697242,3.387690076,,,,
5.203458867,5.475697242,3.364525784,,,,
5.2936651,5.475697242,3.341361491,,,,
5.383871333,5.475697242,3.318197199,,,,
5.474077567,5.475697242,3.295032906,,,,
5.5642838,5.475697242,3.271868614,,,,
5.654490033,5.475697242,3.248704322,,,,
5.744696267,5.475697242,3.225540029,,,,
5.8349025,5.475697242,3.202375737,,,,
5.925108733,5.475697242,3.179211444,,,,
6.015314967,5.475697242,3.156047152,,,,
6.1055212,5.475697242,3.132882859,,,,
6.195727433,5.475697242,3.109718567,,,,
6.285933667,5.475697242,3.086554274,,,,
6.3761399,5.475697242,3.063389982,,,,
6.466346133,5.475697242,3.04022569,,,,
6.556552367,5.475697242,3.017061397,,,,
6.6467586,5.475697242,2.993897105,,,,
6.736964833,5.475697242,2.970732812,,,,
6.827171067,5.475697242,2.94756852,,,,
6.9173773,5.475697242,2.924404227,,,,
7.007583533,5.475697242,2.901239935,,,,
7.097789767,5.475697242,2.878075642,,,,
7.187996,5.475697242,2.85491135,,,,
7.278202233,5.475697242,2.831747057,,,,
7.368408467,5.475697242,2.808582765,,,,
7.4586147,5.475697242,2.785418473,,,,
7.548820933,5.475697242,2.76225418,,,,
7.639027167,5.475697242,2.739089888,,,,
7.7292334,5.475697242,2.715925595,,,,
7.819439633,5.475697242,2.692761303,,,,
7.909645867,5.475697242,2.66959701,,,,
7.9998521,5.475697242,2.646432718,,,,
8.090058333,5.475697242,2.623268425,,,,
8.180264567,5.475697242,2.600104133,,,,
8.2704708,5.475697242,2.576939841,,,,
8.360677033,5.475697242,2.553775548,,,,
8.450883267,5.475697242,2.530611256,,,,
8.5410895,5.475697242,2.507446963,,,,
8.631295733,5.475697242,2.484282671,,,,
8.721501967,5.475697242,2.461118378,,,,
8.8117082,5.475697242,2.437954086,,,,
8.901914433,5.475697242,2.414789793,,,,
8.992120667,5.475697242,2.391625501,,,,
9.0823269,5.475697242,2.368461209,,,,
9.172533133,5.475697242,2.345296916,,,,
9.262739367,5.475697242,2.322132624,,,,
9.3529456,5.475697242,2.298968331,,,,
9.443151833,5.475697242,2.275804039,,,,
9.533358067,5.475697242,2.252639746,,,,
9.6235643,5.475697242,2.229475454,,,,
0.6931472,5.523482657,4.489408009,,,,
0.783353433,5.523482657,4.467444665,,,,
0.873559667,5.523482657,4.44548132,,,,
0.9637659,5.523482657,4.423517976,,,,
1.053972133,5.523482657,4.401554632,,,,
1.144178367,5.523482657,4.379591288,,,,
1.2343846,5.523482657,4.357627944,,,,
1.324590833,5.523482657,4.3356646,,,,
1.414797067,5.523482657,4.313701255,,,,
1.5050033,5.523482657,4.291737911,,,,
1.595209533,5.523482657,4.269774567,,,,
1.685415767,5.523482657,4.247811223,,,,
1.775622,5.523482657,4.225847879,,,,
1.865828233,5.523482657,4.203884535,,,,
1.956034467,5.523482657,4.181921191,,,,
2.0462407,5.523482657,4.159957846,,,,
2.136446933,5.523482657,4.137994502,,,,
2.226653167,5.523482657,4.116031158,,,,
2.3168594,5.523482657,4.094067814,,,,
2.407065633,5.523482657,4.07210447,,,,
2.497271867,5.523482657,4.050141126,,,,
2.5874781,5.523482657,4.028177781,,,,
2.677684333,5.523482657,4.006214437,,,,
2.767890567,5.523482657,3.984251093,,,,
2.8580968,5.523482657,3.962287749,,,,
2.948303033,5.523482657,3.940324405,,,,
3.038509267,5.523482657,3.918361061,,,,
3.1287155,5.523482657,3.896397716,,,,
3.218921733,5.523482657,3.874434372,,,,
3.309127967,5.523482657,3.852471028,,,,
3.3993342,5.523482657,3.830507684,,,,
3.489540433,5.523482657,3.80854434,,,,
3.579746667,5.523482657,3.786580996,,,,
3.6699529,5.523482657,3.764617651,,,,
3.760159133,5.523482657,3.742654307,,,,
3.850365367,5.523482657,3.720690963,,,,
3.9405716,5.523482657,3.698727619,,,,
4.030777833,5.523482657,3.676764275,,,,
4.120984067,5.523482657,3.654800931,,,,
4.2111903,5.523482657,3.632837586,,,,
4.301396533,5.523482657,3.610874242,,,,
4.391602767,5.523482657,3.588910898,,,,
4.481809,5.523482657,3.566947554,,,,
4.572015233,5.523482657,3.54498421,,,,
4.662221467,5.523482657,3.523020866,,,,
4.7524277,5.523482657,3.501057521,,,,
4.842633933,5.523482657,3.479094177,,,,
4.932840167,5.523482657,3.457130833,,,,
5.0230464,5.523482657,3.435167489,,,,
5.113252633,5.523482657,3.413204145,,,,
5.203458867,5.523482657,3.391240801,,,,
5.2936651,5.523482657,3.369277456,,,,
5.383871333,5.523482657,3.347314112,,,,
5.474077567,5.523482657,3.325350768,,,,
5.5642838,5.523482657,3.303387424,,,,
5.654490033,5.523482657,3.28142408,,,,
5.744696267,5.523482657,3.259460736,,,,
5.8349025,5.523482657,3.237497391,,,,
5.925108733,5.523482657,3.215534047,,,,
6.015314967,5.523482657,3.193570703,,,,
6.1055212,5.523482657,3.171607359,,,,
6.195727433,5.523482657,3.149644015,,,,
6.285933667,5.523482657,3.127680671,,,,
6.3761399,5.523482657,3.105717326,,,,
6.466346133,5.523482657,3.083753982,,,,
6.556552367,5.523482657,3.061790638,,,,
6.6467586,5.523482657,3.039827294,,,,
6.736964833,5.523482657,3.01786395,,,,
6.827171067,5.523482657,2.995900606,,,,
6.9173773,5.523482657,2.973937261,,,,
7.007583533,5.523482657,2.951973917,,,,
7.097789767,5.523482657,2.930010573,,,,
7.187996,5.523482657,2.908047229,,,,
7.278202233,5.523482657,2.886083885,,,,
7.368408467,5.523482657,2.864120541,,,,
7.4586147,5.523482657,2.842157196,,,,
7.548820933,5.523482657,2.820193852,,,,
7.639027167,5.523482657,2.798230508,,,,
7.7292334,5.523482657,2.776267164,,,,
7.819439633,5.523482657,2.75430382,,,,
7.909645867,5.523482657,2.732340476,,,,
7.9998521,5.523482657,2.710377131,,,,
8.090058333,5.523482657,2.688413787,,,,
8.180264567,5.523482657,2.666450443,,,,
8.2704708,5.523482657,2.644487099,,,,
8.360677033,5.523482657,2.622523755,,,,
8.450883267,5.523482657,2.600560411,,,,
8.5410895,5.523482657,2.578597066,,,,
8.631295733,5.523482657,2.556633722,,,,
8.721501967,5.523482657,2.534670378,,,,
8.8117082,5.523482657,2.512707034,,,,
8.901914433,5.523482657,2.49074369,,,,
8.992120667,5.523482657,2.468780346,,,,
9.0823269,5.523482657,2.446817001,,,,
9.172533133,5.523482657,2.424853657,,,,
9.262739367,5.523482657,2.402890313,,,,
9.3529456,5.523482657,2.380926969,,,,
9.443151833,5.523482657,2.358963625,,,,
9.533358067,5.523482657,2.337000281,,,,
9.6235643,5.523482657,2.315036936,,,,
0.6931472,5.571268071,4.456075611,,,,
0.783353433,5.571268071,4.435313215,,,,
0.873559667,5.571268071,4.41455082,,,,
0.9637659,5.571268071,4.393788424,,,,
1.053972133,5.571268071,4.373026028,,,,
1.144178367,5.571268071,4.352263632,,,,
1.2343846,5.571268071,4.331501236,,,,
1.324590833,5.571268071,4.31073884,,,,
1.414797067,5.571268071,4.289976444,,,,
1.5050033,5.571268071,4.269214048,,,,
1.595209533,5.571268071,4.248451653,,,,
1.685415767,5.571268071,4.227689257,,,,
1.775622,5.571268071,4.206926861,,,,
1.865828233,5.571268071,4.186164465,,,,
1.956034467,5.571268071,4.165402069,,,,
2.0462407,5.571268071,4.144639673,,,,
2.136446933,5.571268071,4.123877277,,,,
2.226653167,5.571268071,4.103114881,,,,
2.3168594,5.571268071,4.082352486,,,,
2.407065633,5.571268071,4.06159009,,,,
2.497271867,5.571268071,4.040827694,,,,
2.5874781,5.571268071,4.020065298,,,,
2.677684333,5.571268071,3.999302902,,,,
2.767890567,5.571268071,3.978540506,,,,
2.8580968,5.571268071,3.95777811,,,,
