est.E_PC1,est.Com.Size.Gradient,est.n1,E_PC1,Com.Size.Gradient,SD
-4.530669717,3.231737212,0.248658811,,,
-4.447938576,3.231737212,0.369254179,,,
-4.365207434,3.231737212,0.489849547,,,
-4.282476293,3.231737212,0.610444915,,,
-4.199745152,3.231737212,0.731040283,,,
-4.11701401,3.231737212,0.851635651,,,
-4.034282869,3.231737212,0.972231018,,,
-3.951551727,3.231737212,1.092826386,,,
-3.868820586,3.231737212,1.213421754,,,
-3.786089444,3.231737212,1.334017122,,,
-3.703358303,3.231737212,1.45461249,,,
-3.620627162,3.231737212,1.575207858,,,
-3.53789602,3.231737212,1.695803225,,,
-3.455164879,3.231737212,1.816398593,,,
-3.372433737,3.231737212,1.936993961,,,
-3.289702596,3.231737212,2.057589329,,,
-3.206971455,3.231737212,2.178184697,,,
-3.124240313,3.231737212,2.298780064,,,
-3.041509172,3.231737212,2.419375432,,,
-2.95877803,3.231737212,2.5399708,,,
-2.876046889,3.231737212,2.660566168,,,
-2.793315747,3.231737212,2.781161536,,,
-2.710584606,3.231737212,2.901756904,,,
-2.627853465,3.231737212,3.022352271,,,
-2.545122323,3.231737212,3.142947639,,,
-2.462391182,3.231737212,3.263543007,,,
-2.37966004,3.231737212,3.384138375,,,
-2.296928899,3.231737212,3.504733743,,,
-2.214197758,3.231737212,3.62532911,,,
-2.131466616,3.231737212,3.745924478,,,
-2.048735475,3.231737212,3.866519846,,,
-1.966004333,3.231737212,3.987115214,,,
-1.883273192,3.231737212,4.107710582,,,
-1.800542051,3.231737212,4.22830595,,,
-1.717810909,3.231737212,4.348901317,,,
-1.635079768,3.231737212,4.469496685,,,
-1.552348626,3.231737212,4.590092053,,,
-1.469617485,3.231737212,4.710687421,,,
-1.386886343,3.231737212,4.831282789,,,
-1.304155202,3.231737212,4.951878156,,,
-1.221424061,3.231737212,5.072473524,,,
-1.138692919,3.231737212,5.193068892,,,
-1.055961778,3.231737212,5.31366426,,,
-0.973230636,3.231737212,5.434259628,,,
-0.890499495,3.231737212,5.554854996,,,
-0.807768354,3.231737212,5.675450363,,,
-0.725037212,3.231737212,5.796045731,,,
-0.642306071,3.231737212,5.916641099,,,
-0.559574929,3.231737212,6.037236467,,,
-0.476843788,3.231737212,6.157831835,,,
-0.394112646,3.231737212,6.278427202,,,
-0.311381505,3.231737212,6.39902257,,,
-0.228650364,3.231737212,6.519617938,,,
-0.145919222,3.231737212,6.640213306,,,
-0.063188081,3.231737212,6.760808674,,,
0.019543061,3.231737212,6.881404042,,,
0.102274202,3.231737212,7.001999409,,,
0.185005343,3.231737212,7.122594777,,,
0.267736485,3.231737212,7.243190145,,,
0.350467626,3.231737212,7.363785513,,,
0.433198768,3.231737212,7.484380881,,,
0.515929909,3.231737212,7.604976248,,,
0.598661051,3.231737212,7.725571616,,,
0.681392192,3.231737212,7.846166984,,,
0.764123333,3.231737212,7.966762352,,,
0.846854475,3.231737212,8.08735772,,,
0.929585616,3.231737212,8.207953088,,,
1.012316758,3.231737212,8.328548455,,,
1.095047899,3.231737212,8.449143823,,,
1.17777904,3.231737212,8.569739191,,,
1.260510182,3.231737212,8.690334559,,,
1.343241323,3.231737212,8.810929927,,,
1.425972465,3.231737212,8.931525294,,,
1.508703606,3.231737212,9.052120662,,,
1.591434747,3.231737212,9.17271603,,,
1.674165889,3.231737212,9.293311398,,,
1.75689703,3.231737212,9.413906766,,,
1.839628172,3.231737212,9.534502134,,,
1.922359313,3.231737212,9.655097501,,,
2.005090455,3.231737212,9.775692869,,,
2.087821596,3.231737212,9.896288237,,,
2.170552737,3.231737212,10.0168836,,,
2.253283879,3.231737212,10.13747897,,,
2.33601502,3.231737212,10.25807434,,,
2.418746162,3.231737212,10.37866971,,,
2.501477303,3.231737212,10.49926508,,,
2.584208444,3.231737212,10.61986044,,,
2.666939586,3.231737212,10.74045581,,,
2.749670727,3.231737212,10.86105118,,,
2.832401869,3.231737212,10.98164655,,,
2.91513301,3.231737212,11.10224192,,,
2.997864152,3.231737212,11.22283728,,,
3.080595293,3.231737212,11.34343265,,,
3.163326434,3.231737212,11.46402802,,,
3.246057576,3.231737212,11.58462339,,,
3.328788717,3.231737212,11.70521875,,,
3.411519859,3.231737212,11.82581412,,,
3.494251,3.231737212,11.94640949,,,
-4.696132,3.293388424,0.149533181,,,
-4.613400859,3.293388424,0.267024572,,,
-4.530669717,3.293388424,0.384515963,,,
-4.447938576,3.293388424,0.502007353,,,
-4.365207434,3.293388424,0.619498744,,,
-4.282476293,3.293388424,0.736990135,,,
-4.199745152,3.293388424,0.854481525,,,
-4.11701401,3.293388424,0.971972916,,,
-4.034282869,3.293388424,1.089464307,,,
-3.951551727,3.293388424,1.206955698,,,
-3.868820586,3.293388424,1.324447088,,,
-3.786089444,3.293388424,1.441938479,,,
-3.703358303,3.293388424,1.55942987,,,
-3.620627162,3.293388424,1.67692126,,,
-3.53789602,3.293388424,1.794412651,,,
-3.455164879,3.293388424,1.911904042,,,
-3.372433737,3.293388424,2.029395432,,,
-3.289702596,3.293388424,2.146886823,,,
-3.206971455,3.293388424,2.264378214,,,
-3.124240313,3.293388424,2.381869604,,,
-3.041509172,3.293388424,2.499360995,,,
-2.95877803,3.293388424,2.616852386,,,
-2.876046889,3.293388424,2.734343776,,,
-2.793315747,3.293388424,2.851835167,,,
-2.710584606,3.293388424,2.969326558,,,
-2.627853465,3.293388424,3.086817948,,,
-2.545122323,3.293388424,3.204309339,,,
-2.462391182,3.293388424,3.32180073,,,
-2.37966004,3.293388424,3.43929212,,,
-2.296928899,3.293388424,3.556783511,,,
-2.214197758,3.293388424,3.674274902,,,
-2.131466616,3.293388424,3.791766292,,,
-2.048735475,3.293388424,3.909257683,,,
-1.966004333,3.293388424,4.026749074,,,
-1.883273192,3.293388424,4.144240465,,,
-1.800542051,3.293388424,4.261731855,,,
-1.717810909,3.293388424,4.379223246,,,
-1.635079768,3.293388424,4.496714637,,,
-1.552348626,3.293388424,4.614206027,,,
-1.469617485,3.293388424,4.731697418,,,
-1.386886343,3.293388424,4.849188809,,,
-1.304155202,3.293388424,4.966680199,,,
-1.221424061,3.293388424,5.08417159,,,
-1.138692919,3.293388424,5.201662981,,,
-1.055961778,3.293388424,5.319154371,,,
-0.973230636,3.293388424,5.436645762,,,
-0.890499495,3.293388424,5.554137153,,,
-0.807768354,3.293388424,5.671628543,,,
-0.725037212,3.293388424,5.789119934,,,
-0.642306071,3.293388424,5.906611325,,,
-0.559574929,3.293388424,6.024102715,,,
-0.476843788,3.293388424,6.141594106,,,
-0.394112646,3.293388424,6.259085497,,,
-0.311381505,3.293388424,6.376576887,,,
-0.228650364,3.293388424,6.494068278,,,
-0.145919222,3.293388424,6.611559669,,,
-0.063188081,3.293388424,6.729051059,,,
0.019543061,3.293388424,6.84654245,,,
0.102274202,3.293388424,6.964033841,,,
0.185005343,3.293388424,7.081525232,,,
0.267736485,3.293388424,7.199016622,,,
0.350467626,3.293388424,7.316508013,,,
0.433198768,3.293388424,7.433999404,,,
0.515929909,3.293388424,7.551490794,,,
0.598661051,3.293388424,7.668982185,,,
0.681392192,3.293388424,7.786473576,,,
0.764123333,3.293388424,7.903964966,,,
0.846854475,3.293388424,8.021456357,,,
0.929585616,3.293388424,8.138947748,,,
1.012316758,3.293388424,8.256439138,,,
1.095047899,3.293388424,8.373930529,,,
1.17777904,3.293388424,8.49142192,,,
1.260510182,3.293388424,8.60891331,,,
1.343241323,3.293388424,8.726404701,,,
1.425972465,3.293388424,8.843896092,,,
1.508703606,3.293388424,8.961387482,,,
1.591434747,3.293388424,9.078878873,,,
1.674165889,3.293388424,9.196370264,,,
1.75689703,3.293388424,9.313861654,,,
1.839628172,3.293388424,9.431353045,,,
1.922359313,3.293388424,9.548844436,,,
2.005090455,3.293388424,9.666335826,,,
2.087821596,3.293388424,9.783827217,,,
2.170552737,3.293388424,9.901318608,,,
2.253283879,3.293388424,10.01881,,,
2.33601502,3.293388424,10.13630139,,,
2.418746162,3.293388424,10.25379278,,,
2.501477303,3.293388424,10.37128417,,,
2.584208444,3.293388424,10.48877556,,,
2.666939586,3.293388424,10.60626695,,,
2.749670727,3.293388424,10.72375834,,,
2.832401869,3.293388424,10.84124973,,,
2.91513301,3.293388424,10.95874112,,,
2.997864152,3.293388424,11.07623251,,,
3.080595293,3.293388424,11.19372391,,,
3.163326434,3.293388424,11.3112153,,,
3.246057576,3.293388424,11.42870669,,,
3.328788717,3.293388424,11.54619808,,,
3.411519859,3.293388424,11.66368947,,,
3.494251,3.293388424,11.78118086,,,
-4.696132,3.355039636,0.291598287,,,
-4.613400859,3.355039636,0.4059857,,,
-4.530669717,3.355039636,0.520373114,,,
-4.447938576,3.355039636,0.634760528,,,
-4.365207434,3.355039636,0.749147941,,,
-4.282476293,3.355039636,0.863535355,,,
-4.199745152,3.355039636,0.977922768,,,
-4.11701401,3.355039636,1.092310182,,,
-4.034282869,3.355039636,1.206697595,,,
-3.951551727,3.355039636,1.321085009,,,
-3.868820586,3.355039636,1.435472422,,,
-3.786089444,3.355039636,1.549859836,,,
-3.703358303,3.355039636,1.664247249,,,
-3.620627162,3.355039636,1.778634663,,,
-3.53789602,3.355039636,1.893022077,,,
-3.455164879,3.355039636,2.00740949,,,
-3.372433737,3.355039636,2.121796904,,,
-3.289702596,3.355039636,2.236184317,,,
-3.206971455,3.355039636,2.350571731,,,
-3.124240313,3.355039636,2.464959144,,,
-3.041509172,3.355039636,2.579346558,,,
-2.95877803,3.355039636,2.693733971,,,
-2.876046889,3.355039636,2.808121385,,,
-2.793315747,3.355039636,2.922508798,,,
-2.710584606,3.355039636,3.036896212,,,
-2.627853465,3.355039636,3.151283625,,,
-2.545122323,3.355039636,3.265671039,,,
-2.462391182,3.355039636,3.380058453,,,
-2.37966004,3.355039636,3.494445866,,,
-2.296928899,3.355039636,3.60883328,,,
-2.214197758,3.355039636,3.723220693,,,
-2.131466616,3.355039636,3.837608107,,,
-2.048735475,3.355039636,3.95199552,,,
-1.966004333,3.355039636,4.066382934,,,
-1.883273192,3.355039636,4.180770347,,,
-1.800542051,3.355039636,4.295157761,,,
-1.717810909,3.355039636,4.409545174,,,
-1.635079768,3.355039636,4.523932588,,,
-1.552348626,3.355039636,4.638320001,,,
-1.469617485,3.355039636,4.752707415,,,
-1.386886343,3.355039636,4.867094829,,,
-1.304155202,3.355039636,4.981482242,,,
-1.221424061,3.355039636,5.095869656,,,
-1.138692919,3.355039636,5.210257069,,,
-1.055961778,3.355039636,5.324644483,,,
-0.973230636,3.355039636,5.439031896,,,
-0.890499495,3.355039636,5.55341931,,,
-0.807768354,3.355039636,5.667806723,,,
-0.725037212,3.355039636,5.782194137,,,
-0.642306071,3.355039636,5.89658155,,,
-0.559574929,3.355039636,6.010968964,,,
-0.476843788,3.355039636,6.125356378,,,
-0.394112646,3.355039636,6.239743791,,,
-0.311381505,3.355039636,6.354131205,,,
-0.228650364,3.355039636,6.468518618,,,
-0.145919222,3.355039636,6.582906032,,,
-0.063188081,3.355039636,6.697293445,,,
0.019543061,3.355039636,6.811680859,,,
0.102274202,3.355039636,6.926068272,,,
0.185005343,3.355039636,7.040455686,,,
0.267736485,3.355039636,7.154843099,,,
0.350467626,3.355039636,7.269230513,,,
0.433198768,3.355039636,7.383617926,,,
0.515929909,3.355039636,7.49800534,,,
0.598661051,3.355039636,7.612392754,,,
0.681392192,3.355039636,7.726780167,,,
0.764123333,3.355039636,7.841167581,,,
0.846854475,3.355039636,7.955554994,,,
0.929585616,3.355039636,8.069942408,,,
1.012316758,3.355039636,8.184329821,,,
1.095047899,3.355039636,8.298717235,,,
1.17777904,3.355039636,8.413104648,,,
1.260510182,3.355039636,8.527492062,,,
1.343241323,3.355039636,8.641879475,,,
1.425972465,3.355039636,8.756266889,,,
1.508703606,3.355039636,8.870654303,,,
1.591434747,3.355039636,8.985041716,,,
1.674165889,3.355039636,9.09942913,,,
1.75689703,3.355039636,9.213816543,,,
1.839628172,3.355039636,9.328203957,,,
1.922359313,3.355039636,9.44259137,,,
2.005090455,3.355039636,9.556978784,,,
2.087821596,3.355039636,9.671366197,,,
2.170552737,3.355039636,9.785753611,,,
2.253283879,3.355039636,9.900141024,,,
2.33601502,3.355039636,10.01452844,,,
2.418746162,3.355039636,10.12891585,,,
2.501477303,3.355039636,10.24330327,,,
2.584208444,3.355039636,10.35769068,,,
2.666939586,3.355039636,10.47207809,,,
2.749670727,3.355039636,10.58646551,,,
2.832401869,3.355039636,10.70085292,,,
2.91513301,3.355039636,10.81524033,,,
2.997864152,3.355039636,10.92962775,,,
3.080595293,3.355039636,11.04401516,,,
3.163326434,3.355039636,11.15840257,,,
3.246057576,3.355039636,11.27278999,,,
3.328788717,3.355039636,11.3871774,,,
3.411519859,3.355039636,11.50156481,,,
3.494251,3.355039636,11.61595223,,,
-4.696132,3.416690848,0.433663392,,,
-4.613400859,3.416690848,0.544946829,,,
-4.530669717,3.416690848,0.656230265,,,
-4.447938576,3.416690848,0.767513702,,,
-4.365207434,3.416690848,0.878797138,,,
-4.282476293,3.416690848,0.990080574,,,
-4.199745152,3.416690848,1.101364011,,,
-4.11701401,3.416690848,1.212647447,,,
-4.034282869,3.416690848,1.323930884,,,
-3.951551727,3.416690848,1.43521432,,,
-3.868820586,3.416690848,1.546497756,,,
-3.786089444,3.416690848,1.657781193,,,
-3.703358303,3.416690848,1.769064629,,,
-3.620627162,3.416690848,1.880348066,,,
-3.53789602,3.416690848,1.991631502,,,
-3.455164879,3.416690848,2.102914939,,,
-3.372433737,3.416690848,2.214198375,,,
-3.289702596,3.416690848,2.325481811,,,
-3.206971455,3.416690848,2.436765248,,,
-3.124240313,3.416690848,2.548048684,,,
-3.041509172,3.416690848,2.659332121,,,
-2.95877803,3.416690848,2.770615557,,,
-2.876046889,3.416690848,2.881898993,,,
-2.793315747,3.416690848,2.99318243,,,
-2.710584606,3.416690848,3.104465866,,,
-2.627853465,3.416690848,3.215749303,,,
-2.545122323,3.416690848,3.327032739,,,
-2.462391182,3.416690848,3.438316175,,,
-2.37966004,3.416690848,3.549599612,,,
-2.296928899,3.416690848,3.660883048,,,
-2.214197758,3.416690848,3.772166485,,,
-2.131466616,3.416690848,3.883449921,,,
-2.048735475,3.416690848,3.994733357,,,
-1.966004333,3.416690848,4.106016794,,,
-1.883273192,3.416690848,4.21730023,,,
-1.800542051,3.416690848,4.328583667,,,
-1.717810909,3.416690848,4.439867103,,,
-1.635079768,3.416690848,4.551150539,,,
-1.552348626,3.416690848,4.662433976,,,
-1.469617485,3.416690848,4.773717412,,,
-1.386886343,3.416690848,4.885000849,,,
-1.304155202,3.416690848,4.996284285,,,
-1.221424061,3.416690848,5.107567721,,,
-1.138692919,3.416690848,5.218851158,,,
-1.055961778,3.416690848,5.330134594,,,
-0.973230636,3.416690848,5.441418031,,,
-0.890499495,3.416690848,5.552701467,,,
-0.807768354,3.416690848,5.663984903,,,
-0.725037212,3.416690848,5.77526834,,,
-0.642306071,3.416690848,5.886551776,,,
-0.559574929,3.416690848,5.997835213,,,
-0.476843788,3.416690848,6.109118649,,,
-0.394112646,3.416690848,6.220402085,,,
-0.311381505,3.416690848,6.331685522,,,
-0.228650364,3.416690848,6.442968958,,,
-0.145919222,3.416690848,6.554252395,,,
-0.063188081,3.416690848,6.665535831,,,
0.019543061,3.416690848,6.776819267,,,
0.102274202,3.416690848,6.888102704,,,
0.185005343,3.416690848,6.99938614,,,
0.267736485,3.416690848,7.110669577,,,
0.350467626,3.416690848,7.221953013,,,
0.433198768,3.416690848,7.333236449,,,
0.515929909,3.416690848,7.444519886,,,
0.598661051,3.416690848,7.555803322,,,
0.681392192,3.416690848,7.667086759,,,
0.764123333,3.416690848,7.778370195,,,
0.846854475,3.416690848,7.889653631,,,
0.929585616,3.416690848,8.000937068,,,
1.012316758,3.416690848,8.112220504,,,
1.095047899,3.416690848,8.223503941,,,
1.17777904,3.416690848,8.334787377,,,
1.260510182,3.416690848,8.446070813,,,
1.343241323,3.416690848,8.55735425,,,
1.425972465,3.416690848,8.668637686,,,
1.508703606,3.416690848,8.779921123,,,
1.591434747,3.416690848,8.891204559,,,
1.674165889,3.416690848,9.002487995,,,
1.75689703,3.416690848,9.113771432,,,
1.839628172,3.416690848,9.225054868,,,
1.922359313,3.416690848,9.336338305,,,
2.005090455,3.416690848,9.447621741,,,
2.087821596,3.416690848,9.558905177,,,
2.170552737,3.416690848,9.670188614,,,
2.253283879,3.416690848,9.78147205,,,
2.33601502,3.416690848,9.892755487,,,
2.418746162,3.416690848,10.00403892,,,
2.501477303,3.416690848,10.11532236,,,
2.584208444,3.416690848,10.2266058,,,
2.666939586,3.416690848,10.33788923,,,
2.749670727,3.416690848,10.44917267,,,
2.832401869,3.416690848,10.56045611,,,
2.91513301,3.416690848,10.67173954,,,
2.997864152,3.416690848,10.78302298,,,
3.080595293,3.416690848,10.89430641,,,
3.163326434,3.416690848,11.00558985,,,
3.246057576,3.416690848,11.11687329,,,
3.328788717,3.416690848,11.22815672,,,
3.411519859,3.416690848,11.33944016,,,
3.494251,3.416690848,11.4507236,,,
-4.696132,3.478342061,0.575728498,,,
-4.613400859,3.478342061,0.683907957,,,
-4.530669717,3.478342061,0.792087417,,,
-4.447938576,3.478342061,0.900266876,,,
-4.365207434,3.478342061,1.008446335,,,
-4.282476293,3.478342061,1.116625794,,,
-4.199745152,3.478342061,1.224805254,,,
-4.11701401,3.478342061,1.332984713,,,
-4.034282869,3.478342061,1.441164172,,,
-3.951551727,3.478342061,1.549343631,,,
-3.868820586,3.478342061,1.657523091,,,
-3.786089444,3.478342061,1.76570255,,,
-3.703358303,3.478342061,1.873882009,,,
-3.620627162,3.478342061,1.982061468,,,
-3.53789602,3.478342061,2.090240928,,,
-3.455164879,3.478342061,2.198420387,,,
-3.372433737,3.478342061,2.306599846,,,
-3.289702596,3.478342061,2.414779305,,,
-3.206971455,3.478342061,2.522958765,,,
-3.124240313,3.478342061,2.631138224,,,
-3.041509172,3.478342061,2.739317683,,,
-2.95877803,3.478342061,2.847497143,,,
-2.876046889,3.478342061,2.955676602,,,
-2.793315747,3.478342061,3.063856061,,,
-2.710584606,3.478342061,3.17203552,,,
-2.627853465,3.478342061,3.28021498,,,
-2.545122323,3.478342061,3.388394439,,,
-2.462391182,3.478342061,3.496573898,,,
-2.37966004,3.478342061,3.604753357,,,
-2.296928899,3.478342061,3.712932817,,,
-2.214197758,3.478342061,3.821112276,,,
-2.131466616,3.478342061,3.929291735,,,
-2.048735475,3.478342061,4.037471194,,,
-1.966004333,3.478342061,4.145650654,,,
-1.883273192,3.478342061,4.253830113,,,
-1.800542051,3.478342061,4.362009572,,,
-1.717810909,3.478342061,4.470189031,,,
-1.635079768,3.478342061,4.578368491,,,
-1.552348626,3.478342061,4.68654795,,,
-1.469617485,3.478342061,4.794727409,,,
-1.386886343,3.478342061,4.902906869,,,
-1.304155202,3.478342061,5.011086328,,,
-1.221424061,3.478342061,5.119265787,,,
-1.138692919,3.478342061,5.227445246,,,
-1.055961778,3.478342061,5.335624706,,,
-0.973230636,3.478342061,5.443804165,,,
-0.890499495,3.478342061,5.551983624,,,
-0.807768354,3.478342061,5.660163083,,,
-0.725037212,3.478342061,5.768342543,,,
-0.642306071,3.478342061,5.876522002,,,
-0.559574929,3.478342061,5.984701461,,,
-0.476843788,3.478342061,6.09288092,,,
-0.394112646,3.478342061,6.20106038,,,
-0.311381505,3.478342061,6.309239839,,,
-0.228650364,3.478342061,6.417419298,,,
-0.145919222,3.478342061,6.525598757,,,
-0.063188081,3.478342061,6.633778217,,,
0.019543061,3.478342061,6.741957676,,,
0.102274202,3.478342061,6.850137135,,,
0.185005343,3.478342061,6.958316595,,,
0.267736485,3.478342061,7.066496054,,,
0.350467626,3.478342061,7.174675513,,,
0.433198768,3.478342061,7.282854972,,,
0.515929909,3.478342061,7.391034432,,,
0.598661051,3.478342061,7.499213891,,,
0.681392192,3.478342061,7.60739335,,,
0.764123333,3.478342061,7.715572809,,,
0.846854475,3.478342061,7.823752269,,,
0.929585616,3.478342061,7.931931728,,,
1.012316758,3.478342061,8.040111187,,,
1.095047899,3.478342061,8.148290646,,,
1.17777904,3.478342061,8.256470106,,,
1.260510182,3.478342061,8.364649565,,,
1.343241323,3.478342061,8.472829024,,,
1.425972465,3.478342061,8.581008483,,,
1.508703606,3.478342061,8.689187943,,,
1.591434747,3.478342061,8.797367402,,,
1.674165889,3.478342061,8.905546861,,,
1.75689703,3.478342061,9.013726321,,,
1.839628172,3.478342061,9.12190578,,,
1.922359313,3.478342061,9.230085239,,,
2.005090455,3.478342061,9.338264698,,,
2.087821596,3.478342061,9.446444158,,,
2.170552737,3.478342061,9.554623617,,,
2.253283879,3.478342061,9.662803076,,,
