,est.Spatial,est.Com.Size.Gradient,est.n1,E_PC1,Com.Size.Gradient,SD,Spatial
9587,6.663677667,8.472090242,1.849004504,,,,
9687,6.75858,8.472090242,1.82370908,,,,
9787,6.853482333,8.472090242,1.798413656,,,,
9887,6.948384667,8.472090242,1.773118232,,,,
9987,7.043287,8.472090242,1.747822808,,,,
88,-2.352044,8.533741455,4.248487286,,,,
188,-2.257141667,8.533741455,4.221791959,,,,
288,-2.162239333,8.533741455,4.195096632,,,,
388,-2.067337,8.533741455,4.168401304,,,,
488,-1.972434667,8.533741455,4.141705977,,,,
588,-1.877532333,8.533741455,4.11501065,,,,
688,-1.78263,8.533741455,4.088315323,,,,
788,-1.687727667,8.533741455,4.061619996,,,,
888,-1.592825333,8.533741455,4.034924669,,,,
988,-1.497923,8.533741455,4.008229342,,,,
1088,-1.403020667,8.533741455,3.981534014,,,,
1188,-1.308118333,8.533741455,3.954838687,,,,
1288,-1.213216,8.533741455,3.92814336,,,,
1388,-1.118313667,8.533741455,3.901448033,,,,
1488,-1.023411333,8.533741455,3.874752706,,,,
1588,-0.928509,8.533741455,3.848057379,,,,
1688,-0.833606667,8.533741455,3.821362051,,,,
1788,-0.738704333,8.533741455,3.794666724,,,,
1888,-0.643802,8.533741455,3.767971397,,,,
1988,-0.548899667,8.533741455,3.74127607,,,,
2088,-0.453997333,8.533741455,3.714580743,,,,
2188,-0.359095,8.533741455,3.687885416,,,,
2288,-0.264192667,8.533741455,3.661190088,,,,
2388,-0.169290333,8.533741455,3.634494761,,,,
2488,-0.074388,8.533741455,3.607799434,,,,
2588,0.020514333,8.533741455,3.581104107,,,,
2688,0.115416667,8.533741455,3.55440878,,,,
2788,0.210319,8.533741455,3.527713453,,,,
2888,0.305221333,8.533741455,3.501018126,,,,
2988,0.400123667,8.533741455,3.474322798,,,,
3088,0.495026,8.533741455,3.447627471,,,,
3188,0.589928333,8.533741455,3.420932144,,,,
3288,0.684830667,8.533741455,3.394236817,,,,
3388,0.779733,8.533741455,3.36754149,,,,
3488,0.874635333,8.533741455,3.340846163,,,,
3588,0.969537667,8.533741455,3.314150835,,,,
3688,1.06444,8.533741455,3.287455508,,,,
3788,1.159342333,8.533741455,3.260760181,,,,
3888,1.254244667,8.533741455,3.234064854,,,,
3988,1.349147,8.533741455,3.207369527,,,,
4088,1.444049333,8.533741455,3.1806742,,,,
4188,1.538951667,8.533741455,3.153978872,,,,
4288,1.633854,8.533741455,3.127283545,,,,
4388,1.728756333,8.533741455,3.100588218,,,,
4488,1.823658667,8.533741455,3.073892891,,,,
4588,1.918561,8.533741455,3.047197564,,,,
4688,2.013463333,8.533741455,3.020502237,,,,
4788,2.108365667,8.533741455,2.99380691,,,,
4888,2.203268,8.533741455,2.967111582,,,,
4988,2.298170333,8.533741455,2.940416255,,,,
5088,2.393072667,8.533741455,2.913720928,,,,
5188,2.487975,8.533741455,2.887025601,,,,
5288,2.582877333,8.533741455,2.860330274,,,,
5388,2.677779667,8.533741455,2.833634947,,,,
5488,2.772682,8.533741455,2.806939619,,,,
5588,2.867584333,8.533741455,2.780244292,,,,
5688,2.962486667,8.533741455,2.753548965,,,,
5788,3.057389,8.533741455,2.726853638,,,,
5888,3.152291333,8.533741455,2.700158311,,,,
5988,3.247193667,8.533741455,2.673462984,,,,
6088,3.342096,8.533741455,2.646767657,,,,
6188,3.436998333,8.533741455,2.620072329,,,,
6288,3.531900667,8.533741455,2.593377002,,,,
6388,3.626803,8.533741455,2.566681675,,,,
6488,3.721705333,8.533741455,2.539986348,,,,
6588,3.816607667,8.533741455,2.513291021,,,,
6688,3.91151,8.533741455,2.486595694,,,,
6788,4.006412333,8.533741455,2.459900366,,,,
6888,4.101314667,8.533741455,2.433205039,,,,
6988,4.196217,8.533741455,2.406509712,,,,
7088,4.291119333,8.533741455,2.379814385,,,,
7188,4.386021667,8.533741455,2.353119058,,,,
7288,4.480924,8.533741455,2.326423731,,,,
7388,4.575826333,8.533741455,2.299728403,,,,
7488,4.670728667,8.533741455,2.273033076,,,,
7588,4.765631,8.533741455,2.246337749,,,,
7688,4.860533333,8.533741455,2.219642422,,,,
7788,4.955435667,8.533741455,2.192947095,,,,
7888,5.050338,8.533741455,2.166251768,,,,
7988,5.145240333,8.533741455,2.139556441,,,,
8088,5.240142667,8.533741455,2.112861113,,,,
8188,5.335045,8.533741455,2.086165786,,,,
8288,5.429947333,8.533741455,2.059470459,,,,
8388,5.524849667,8.533741455,2.032775132,,,,
8488,5.619752,8.533741455,2.006079805,,,,
8588,5.714654333,8.533741455,1.979384478,,,,
8688,5.809556667,8.533741455,1.95268915,,,,
8788,5.904459,8.533741455,1.925993823,,,,
8888,5.999361333,8.533741455,1.899298496,,,,
8988,6.094263667,8.533741455,1.872603169,,,,
9088,6.189166,8.533741455,1.845907842,,,,
9188,6.284068333,8.533741455,1.819212515,,,,
9288,6.378970667,8.533741455,1.792517188,,,,
9388,6.473873,8.533741455,1.76582186,,,,
9488,6.568775333,8.533741455,1.739126533,,,,
9588,6.663677667,8.533741455,1.712431206,,,,
9688,6.75858,8.533741455,1.685735879,,,,
9788,6.853482333,8.533741455,1.659040552,,,,
9888,6.948384667,8.533741455,1.632345225,,,,
9988,7.043287,8.533741455,1.605649897,,,,
89,-2.352044,8.595392667,4.24490477,,,,
189,-2.257141667,8.595392667,4.21680954,,,,
289,-2.162239333,8.595392667,4.18871431,,,,
389,-2.067337,8.595392667,4.16061908,,,,
489,-1.972434667,8.595392667,4.132523849,,,,
589,-1.877532333,8.595392667,4.104428619,,,,
689,-1.78263,8.595392667,4.076333389,,,,
789,-1.687727667,8.595392667,4.048238159,,,,
889,-1.592825333,8.595392667,4.020142929,,,,
989,-1.497923,8.595392667,3.992047699,,,,
1089,-1.403020667,8.595392667,3.963952469,,,,
1189,-1.308118333,8.595392667,3.935857239,,,,
1289,-1.213216,8.595392667,3.907762008,,,,
1389,-1.118313667,8.595392667,3.879666778,,,,
1489,-1.023411333,8.595392667,3.851571548,,,,
1589,-0.928509,8.595392667,3.823476318,,,,
1689,-0.833606667,8.595392667,3.795381088,,,,
1789,-0.738704333,8.595392667,3.767285858,,,,
1889,-0.643802,8.595392667,3.739190628,,,,
1989,-0.548899667,8.595392667,3.711095398,,,,
2089,-0.453997333,8.595392667,3.683000167,,,,
2189,-0.359095,8.595392667,3.654904937,,,,
2289,-0.264192667,8.595392667,3.626809707,,,,
2389,-0.169290333,8.595392667,3.598714477,,,,
2489,-0.074388,8.595392667,3.570619247,,,,
2589,0.020514333,8.595392667,3.542524017,,,,
2689,0.115416667,8.595392667,3.514428787,,,,
2789,0.210319,8.595392667,3.486333557,,,,
2889,0.305221333,8.595392667,3.458238326,,,,
2989,0.400123667,8.595392667,3.430143096,,,,
3089,0.495026,8.595392667,3.402047866,,,,
3189,0.589928333,8.595392667,3.373952636,,,,
3289,0.684830667,8.595392667,3.345857406,,,,
3389,0.779733,8.595392667,3.317762176,,,,
3489,0.874635333,8.595392667,3.289666946,,,,
3589,0.969537667,8.595392667,3.261571715,,,,
3689,1.06444,8.595392667,3.233476485,,,,
3789,1.159342333,8.595392667,3.205381255,,,,
3889,1.254244667,8.595392667,3.177286025,,,,
3989,1.349147,8.595392667,3.149190795,,,,
4089,1.444049333,8.595392667,3.121095565,,,,
4189,1.538951667,8.595392667,3.093000335,,,,
4289,1.633854,8.595392667,3.064905105,,,,
4389,1.728756333,8.595392667,3.036809874,,,,
4489,1.823658667,8.595392667,3.008714644,,,,
4589,1.918561,8.595392667,2.980619414,,,,
4689,2.013463333,8.595392667,2.952524184,,,,
4789,2.108365667,8.595392667,2.924428954,,,,
4889,2.203268,8.595392667,2.896333724,,,,
4989,2.298170333,8.595392667,2.868238494,,,,
5089,2.393072667,8.595392667,2.840143264,,,,
5189,2.487975,8.595392667,2.812048033,,,,
5289,2.582877333,8.595392667,2.783952803,,,,
5389,2.677779667,8.595392667,2.755857573,,,,
5489,2.772682,8.595392667,2.727762343,,,,
5589,2.867584333,8.595392667,2.699667113,,,,
5689,2.962486667,8.595392667,2.671571883,,,,
5789,3.057389,8.595392667,2.643476653,,,,
5889,3.152291333,8.595392667,2.615381423,,,,
5989,3.247193667,8.595392667,2.587286192,,,,
6089,3.342096,8.595392667,2.559190962,,,,
6189,3.436998333,8.595392667,2.531095732,,,,
6289,3.531900667,8.595392667,2.503000502,,,,
6389,3.626803,8.595392667,2.474905272,,,,
6489,3.721705333,8.595392667,2.446810042,,,,
6589,3.816607667,8.595392667,2.418714812,,,,
6689,3.91151,8.595392667,2.390619582,,,,
6789,4.006412333,8.595392667,2.362524351,,,,
6889,4.101314667,8.595392667,2.334429121,,,,
6989,4.196217,8.595392667,2.306333891,,,,
7089,4.291119333,8.595392667,2.278238661,,,,
7189,4.386021667,8.595392667,2.250143431,,,,
7289,4.480924,8.595392667,2.222048201,,,,
7389,4.575826333,8.595392667,2.193952971,,,,
7489,4.670728667,8.595392667,2.16585774,,,,
7589,4.765631,8.595392667,2.13776251,,,,
7689,4.860533333,8.595392667,2.10966728,,,,
7789,4.955435667,8.595392667,2.08157205,,,,
7889,5.050338,8.595392667,2.05347682,,,,
7989,5.145240333,8.595392667,2.02538159,,,,
8089,5.240142667,8.595392667,1.99728636,,,,
8189,5.335045,8.595392667,1.96919113,,,,
8289,5.429947333,8.595392667,1.941095899,,,,
8389,5.524849667,8.595392667,1.913000669,,,,
8489,5.619752,8.595392667,1.884905439,,,,
8589,5.714654333,8.595392667,1.856810209,,,,
8689,5.809556667,8.595392667,1.828714979,,,,
8789,5.904459,8.595392667,1.800619749,,,,
8889,5.999361333,8.595392667,1.772524519,,,,
8989,6.094263667,8.595392667,1.744429289,,,,
9089,6.189166,8.595392667,1.716334058,,,,
9189,6.284068333,8.595392667,1.688238828,,,,
9289,6.378970667,8.595392667,1.660143598,,,,
9389,6.473873,8.595392667,1.632048368,,,,
9489,6.568775333,8.595392667,1.603953138,,,,
9589,6.663677667,8.595392667,1.575857908,,,,
9689,6.75858,8.595392667,1.547762678,,,,
9789,6.853482333,8.595392667,1.519667448,,,,
9889,6.948384667,8.595392667,1.491572217,,,,
9989,7.043287,8.595392667,1.463476987,,,,
90,-2.352044,8.657043879,4.241322254,,,,
190,-2.257141667,8.657043879,4.211827121,,,,
290,-2.162239333,8.657043879,4.182331988,,,,
390,-2.067337,8.657043879,4.152836855,,,,
490,-1.972434667,8.657043879,4.123341722,,,,
590,-1.877532333,8.657043879,4.093846589,,,,
690,-1.78263,8.657043879,4.064351455,,,,
790,-1.687727667,8.657043879,4.034856322,,,,
890,-1.592825333,8.657043879,4.005361189,,,,
990,-1.497923,8.657043879,3.975866056,,,,
1090,-1.403020667,8.657043879,3.946370923,,,,
1190,-1.308118333,8.657043879,3.91687579,,,,
1290,-1.213216,8.657043879,3.887380657,,,,
1390,-1.118313667,8.657043879,3.857885524,,,,
1490,-1.023411333,8.657043879,3.828390391,,,,
1590,-0.928509,8.657043879,3.798895258,,,,
1690,-0.833606667,8.657043879,3.769400124,,,,
1790,-0.738704333,8.657043879,3.739904991,,,,
1890,-0.643802,8.657043879,3.710409858,,,,
1990,-0.548899667,8.657043879,3.680914725,,,,
2090,-0.453997333,8.657043879,3.651419592,,,,
2190,-0.359095,8.657043879,3.621924459,,,,
2290,-0.264192667,8.657043879,3.592429326,,,,
2390,-0.169290333,8.657043879,3.562934193,,,,
2490,-0.074388,8.657043879,3.53343906,,,,
2590,0.020514333,8.657043879,3.503943927,,,,
2690,0.115416667,8.657043879,3.474448793,,,,
2790,0.210319,8.657043879,3.44495366,,,,
2890,0.305221333,8.657043879,3.415458527,,,,
2990,0.400123667,8.657043879,3.385963394,,,,
3090,0.495026,8.657043879,3.356468261,,,,
3190,0.589928333,8.657043879,3.326973128,,,,
3290,0.684830667,8.657043879,3.297477995,,,,
3390,0.779733,8.657043879,3.267982862,,,,
3490,0.874635333,8.657043879,3.238487729,,,,
3590,0.969537667,8.657043879,3.208992596,,,,
3690,1.06444,8.657043879,3.179497462,,,,
3790,1.159342333,8.657043879,3.150002329,,,,
3890,1.254244667,8.657043879,3.120507196,,,,
3990,1.349147,8.657043879,3.091012063,,,,
4090,1.444049333,8.657043879,3.06151693,,,,
4190,1.538951667,8.657043879,3.032021797,,,,
4290,1.633854,8.657043879,3.002526664,,,,
4390,1.728756333,8.657043879,2.973031531,,,,
4490,1.823658667,8.657043879,2.943536398,,,,
4590,1.918561,8.657043879,2.914041265,,,,
4690,2.013463333,8.657043879,2.884546131,,,,
4790,2.108365667,8.657043879,2.855050998,,,,
4890,2.203268,8.657043879,2.825555865,,,,
4990,2.298170333,8.657043879,2.796060732,,,,
5090,2.393072667,8.657043879,2.766565599,,,,
5190,2.487975,8.657043879,2.737070466,,,,
5290,2.582877333,8.657043879,2.707575333,,,,
5390,2.677779667,8.657043879,2.6780802,,,,
5490,2.772682,8.657043879,2.648585067,,,,
5590,2.867584333,8.657043879,2.619089934,,,,
5690,2.962486667,8.657043879,2.5895948,,,,
5790,3.057389,8.657043879,2.560099667,,,,
5890,3.152291333,8.657043879,2.530604534,,,,
5990,3.247193667,8.657043879,2.501109401,,,,
6090,3.342096,8.657043879,2.471614268,,,,
6190,3.436998333,8.657043879,2.442119135,,,,
6290,3.531900667,8.657043879,2.412624002,,,,
6390,3.626803,8.657043879,2.383128869,,,,
6490,3.721705333,8.657043879,2.353633736,,,,
6590,3.816607667,8.657043879,2.324138603,,,,
6690,3.91151,8.657043879,2.294643469,,,,
6790,4.006412333,8.657043879,2.265148336,,,,
6890,4.101314667,8.657043879,2.235653203,,,,
6990,4.196217,8.657043879,2.20615807,,,,
7090,4.291119333,8.657043879,2.176662937,,,,
7190,4.386021667,8.657043879,2.147167804,,,,
7290,4.480924,8.657043879,2.117672671,,,,
7390,4.575826333,8.657043879,2.088177538,,,,
7490,4.670728667,8.657043879,2.058682405,,,,
7590,4.765631,8.657043879,2.029187272,,,,
7690,4.860533333,8.657043879,1.999692138,,,,
7790,4.955435667,8.657043879,1.970197005,,,,
7890,5.050338,8.657043879,1.940701872,,,,
7990,5.145240333,8.657043879,1.911206739,,,,
8090,5.240142667,8.657043879,1.881711606,,,,
8190,5.335045,8.657043879,1.852216473,,,,
8290,5.429947333,8.657043879,1.82272134,,,,
8390,5.524849667,8.657043879,1.793226207,,,,
8490,5.619752,8.657043879,1.763731074,,,,
8590,5.714654333,8.657043879,1.734235941,,,,
8690,5.809556667,8.657043879,1.704740807,,,,
8790,5.904459,8.657043879,1.675245674,,,,
8890,5.999361333,8.657043879,1.645750541,,,,
8990,6.094263667,8.657043879,1.616255408,,,,
9090,6.189166,8.657043879,1.586760275,,,,
9190,6.284068333,8.657043879,1.557265142,,,,
9290,6.378970667,8.657043879,1.527770009,,,,
9390,6.473873,8.657043879,1.498274876,,,,
9490,6.568775333,8.657043879,1.468779743,,,,
9590,6.663677667,8.657043879,1.43928461,,,,
9690,6.75858,8.657043879,1.409789476,,,,
9790,6.853482333,8.657043879,1.380294343,,,,
9890,6.948384667,8.657043879,1.35079921,,,,
9990,7.043287,8.657043879,1.321304077,,,,
91,-2.352044,8.718695091,4.237739738,,,,
191,-2.257141667,8.718695091,4.206844702,,,,
291,-2.162239333,8.718695091,4.175949666,,,,
391,-2.067337,8.718695091,4.14505463,,,,
491,-1.972434667,8.718695091,4.114159594,,,,
591,-1.877532333,8.718695091,4.083264558,,,,
691,-1.78263,8.718695091,4.052369522,,,,
791,-1.687727667,8.718695091,4.021474486,,,,
891,-1.592825333,8.718695091,3.990579449,,,,
991,-1.497923,8.718695091,3.959684413,,,,
1091,-1.403020667,8.718695091,3.928789377,,,,
1191,-1.308118333,8.718695091,3.897894341,,,,
1291,-1.213216,8.718695091,3.866999305,,,,
1391,-1.118313667,8.718695091,3.836104269,,,,
1491,-1.023411333,8.718695091,3.805209233,,,,
1591,-0.928509,8.718695091,3.774314197,,,,
1691,-0.833606667,8.718695091,3.743419161,,,,
1791,-0.738704333,8.718695091,3.712524125,,,,
1891,-0.643802,8.718695091,3.681629089,,,,
1991,-0.548899667,8.718695091,3.650734053,,,,
2091,-0.453997333,8.718695091,3.619839017,,,,
2191,-0.359095,8.718695091,3.588943981,,,,
2291,-0.264192667,8.718695091,3.558048944,,,,
2391,-0.169290333,8.718695091,3.527153908,,,,
2491,-0.074388,8.718695091,3.496258872,,,,
2591,0.020514333,8.718695091,3.465363836,,,,
2691,0.115416667,8.718695091,3.4344688,,,,
2791,0.210319,8.718695091,3.403573764,,,,
2891,0.305221333,8.718695091,3.372678728,,,,
2991,0.400123667,8.718695091,3.341783692,,,,
3091,0.495026,8.718695091,3.310888656,,,,
3191,0.589928333,8.718695091,3.27999362,,,,
3291,0.684830667,8.718695091,3.249098584,,,,
3391,0.779733,8.718695091,3.218203548,,,,
3491,0.874635333,8.718695091,3.187308512,,,,
3591,0.969537667,8.718695091,3.156413476,,,,
3691,1.06444,8.718695091,3.12551844,,,,
3791,1.159342333,8.718695091,3.094623403,,,,
3891,1.254244667,8.718695091,3.063728367,,,,
3991,1.349147,8.718695091,3.032833331,,,,
4091,1.444049333,8.718695091,3.001938295,,,,
4191,1.538951667,8.718695091,2.971043259,,,,
4291,1.633854,8.718695091,2.940148223,,,,
4391,1.728756333,8.718695091,2.909253187,,,,
4491,1.823658667,8.718695091,2.878358151,,,,
4591,1.918561,8.718695091,2.847463115,,,,
4691,2.013463333,8.718695091,2.816568079,,,,
4791,2.108365667,8.718695091,2.785673043,,,,
4891,2.203268,8.718695091,2.754778007,,,,
4991,2.298170333,8.718695091,2.723882971,,,,
5091,2.393072667,8.718695091,2.692987935,,,,
5191,2.487975,8.718695091,2.662092898,,,,
5291,2.582877333,8.718695091,2.631197862,,,,
5391,2.677779667,8.718695091,2.600302826,,,,
5491,2.772682,8.718695091,2.56940779,,,,
5591,2.867584333,8.718695091,2.538512754,,,,
5691,2.962486667,8.718695091,2.507617718,,,,
5791,3.057389,8.718695091,2.476722682,,,,
5891,3.152291333,8.718695091,2.445827646,,,,
5991,3.247193667,8.718695091,2.41493261,,,,
6091,3.342096,8.718695091,2.384037574,,,,
6191,3.436998333,8.718695091,2.353142538,,,,
6291,3.531900667,8.718695091,2.322247502,,,,
6391,3.626803,8.718695091,2.291352466,,,,
6491,3.721705333,8.718695091,2.26045743,,,,
6591,3.816607667,8.718695091,2.229562393,,,,
6691,3.91151,8.718695091,2.198667357,,,,
6791,4.006412333,8.718695091,2.167772321,,,,
6891,4.101314667,8.718695091,2.136877285,,,,
6991,4.196217,8.718695091,2.105982249,,,,
7091,4.291119333,8.718695091,2.075087213,,,,
7191,4.386021667,8.718695091,2.044192177,,,,
7291,4.480924,8.718695091,2.013297141,,,,
7391,4.575826333,8.718695091,1.982402105,,,,
7491,4.670728667,8.718695091,1.951507069,,,,
7591,4.765631,8.718695091,1.920612033,,,,
7691,4.860533333,8.718695091,1.889716997,,,,
7791,4.955435667,8.718695091,1.858821961,,,,
7891,5.050338,8.718695091,1.827926925,,,,
7991,5.145240333,8.718695091,1.797031888,,,,
8091,5.240142667,8.718695091,1.766136852,,,,
8191,5.335045,8.718695091,1.735241816,,,,
8291,5.429947333,8.718695091,1.70434678,,,,
8391,5.524849667,8.718695091,1.673451744,,,,
8491,5.619752,8.718695091,1.642556708,,,,
8591,5.714654333,8.718695091,1.611661672,,,,
8691,5.809556667,8.718695091,1.580766636,,,,
8791,5.904459,8.718695091,1.5498716,,,,
8891,5.999361333,8.718695091,1.518976564,,,,
8991,6.094263667,8.718695091,1.488081528,,,,
9091,6.189166,8.718695091,1.457186492,,,,
9191,6.284068333,8.718695091,1.426291456,,,,
9291,6.378970667,8.718695091,1.39539642,,,,
9391,6.473873,8.718695091,1.364501384,,,,
9491,6.568775333,8.718695091,1.333606347,,,,
9591,6.663677667,8.718695091,1.302711311,,,,
9691,6.75858,8.718695091,1.271816275,,,,
9791,6.853482333,8.718695091,1.240921239,,,,
9891,6.948384667,8.718695091,1.210026203,,,,
9991,7.043287,8.718695091,1.179131167,,,,
92,-2.352044,8.780346303,4.234157222,,,,
192,-2.257141667,8.780346303,4.201862283,,,,
292,-2.162239333,8.780346303,4.169567344,,,,
392,-2.067337,8.780346303,4.137272405,,,,
492,-1.972434667,8.780346303,4.104977466,,,,
592,-1.877532333,8.780346303,4.072682527,,,,
692,-1.78263,8.780346303,4.040387588,,,,
792,-1.687727667,8.780346303,4.008092649,,,,
892,-1.592825333,8.780346303,3.97579771,,,,
992,-1.497923,8.780346303,3.943502771,,,,
1092,-1.403020667,8.780346303,3.911207832,,,,
1192,-1.308118333,8.780346303,3.878912893,,,,
1292,-1.213216,8.780346303,3.846617954,,,,
1392,-1.118313667,8.780346303,3.814323015,,,,
1492,-1.023411333,8.780346303,3.782028076,,,,
1592,-0.928509,8.780346303,3.749733136,,,,
1692,-0.833606667,8.780346303,3.717438197,,,,
1792,-0.738704333,8.780346303,3.685143258,,,,
1892,-0.643802,8.780346303,3.652848319,,,,
1992,-0.548899667,8.780346303,3.62055338,,,,
2092,-0.453997333,8.780346303,3.588258441,,,,
2192,-0.359095,8.780346303,3.555963502,,,,
2292,-0.264192667,8.780346303,3.523668563,,,,
2392,-0.169290333,8.780346303,3.491373624,,,,
2492,-0.074388,8.780346303,3.459078685,,,,
2592,0.020514333,8.780346303,3.426783746,,,,
2692,0.115416667,8.780346303,3.394488807,,,,
2792,0.210319,8.780346303,3.362193868,,,,
2892,0.305221333,8.780346303,3.329898929,,,,
2992,0.400123667,8.780346303,3.29760399,,,,
3092,0.495026,8.780346303,3.265309051,,,,
3192,0.589928333,8.780346303,3.233014112,,,,
3292,0.684830667,8.780346303,3.200719173,,,,
3392,0.779733,8.780346303,3.168424234,,,,
3492,0.874635333,8.780346303,3.136129295,,,,
3592,0.969537667,8.780346303,3.103834356,,,,
3692,1.06444,8.780346303,3.071539417,,,,
3792,1.159342333,8.780346303,3.039244478,,,,
3892,1.254244667,8.780346303,3.006949539,,,,
3992,1.349147,8.780346303,2.974654599,,,,
4092,1.444049333,8.780346303,2.94235966,,,,
4192,1.538951667,8.780346303,2.910064721,,,,
4292,1.633854,8.780346303,2.877769782,,,,
4392,1.728756333,8.780346303,2.845474843,,,,
4492,1.823658667,8.780346303,2.813179904,,,,
4592,1.918561,8.780346303,2.780884965,,,,
4692,2.013463333,8.780346303,2.748590026,,,,
4792,2.108365667,8.780346303,2.716295087,,,,
4892,2.203268,8.780346303,2.684000148,,,,
4992,2.298170333,8.780346303,2.651705209,,,,
5092,2.393072667,8.780346303,2.61941027,,,,
5192,2.487975,8.780346303,2.587115331,,,,
5292,2.582877333,8.780346303,2.554820392,,,,
5392,2.677779667,8.780346303,2.522525453,,,,
5492,2.772682,8.780346303,2.490230514,,,,
5592,2.867584333,8.780346303,2.457935575,,,,
5692,2.962486667,8.780346303,2.425640636,,,,
5792,3.057389,8.780346303,2.393345697,,,,
5892,3.152291333,8.780346303,2.361050758,,,,
5992,3.247193667,8.780346303,2.328755819,,,,
6092,3.342096,8.780346303,2.29646088,,,,
6192,3.436998333,8.780346303,2.264165941,,,,
6292,3.531900667,8.780346303,2.231871002,,,,
6392,3.626803,8.780346303,2.199576062,,,,
6492,3.721705333,8.780346303,2.167281123,,,,
6592,3.816607667,8.780346303,2.134986184,,,,
6692,3.91151,8.780346303,2.102691245,,,,
6792,4.006412333,8.780346303,2.070396306,,,,
6892,4.101314667,8.780346303,2.038101367,,,,
6992,4.196217,8.780346303,2.005806428,,,,
7092,4.291119333,8.780346303,1.973511489,,,,
7192,4.386021667,8.780346303,1.94121655,,,,
7292,4.480924,8.780346303,1.908921611,,,,
7392,4.575826333,8.780346303,1.876626672,,,,
7492,4.670728667,8.780346303,1.844331733,,,,
7592,4.765631,8.780346303,1.812036794,,,,
7692,4.860533333,8.780346303,1.779741855,,,,
7792,4.955435667,8.780346303,1.747446916,,,,
7892,5.050338,8.780346303,1.715151977,,,,
7992,5.145240333,8.780346303,1.682857038,,,,
8092,5.240142667,8.780346303,1.650562099,,,,
8192,5.335045,8.780346303,1.61826716,,,,
8292,5.429947333,8.780346303,1.585972221,,,,
8392,5.524849667,8.780346303,1.553677282,,,,
8492,5.619752,8.780346303,1.521382343,,,,
8592,5.714654333,8.780346303,1.489087404,,,,
8692,5.809556667,8.780346303,1.456792465,,,,
8792,5.904459,8.780346303,1.424497525,,,,
8892,5.999361333,8.780346303,1.392202586,,,,
8992,6.094263667,8.780346303,1.359907647,,,,
9092,6.189166,8.780346303,1.327612708,,,,
9192,6.284068333,8.780346303,1.295317769,,,,
9292,6.378970667,8.780346303,1.26302283,,,,
9392,6.473873,8.780346303,1.230727891,,,,
9492,6.568775333,8.780346303,1.198432952,,,,
9592,6.663677667,8.780346303,1.166138013,,,,
9692,6.75858,8.780346303,1.133843074,,,,
9792,6.853482333,8.780346303,1.101548135,,,,
9892,6.948384667,8.780346303,1.069253196,,,,
9992,7.043287,8.780346303,1.036958257,,,,
93,-2.352044,8.841997515,4.230574706,,,,
193,-2.257141667,8.841997515,4.196879864,,,,
293,-2.162239333,8.841997515,4.163185022,,,,
393,-2.067337,8.841997515,4.12949018,,,,
493,-1.972434667,8.841997515,4.095795338,,,,
593,-1.877532333,8.841997515,4.062100496,,,,
693,-1.78263,8.841997515,4.028405654,,,,
793,-1.687727667,8.841997515,3.994710812,,,,
893,-1.592825333,8.841997515,3.96101597,,,,
993,-1.497923,8.841997515,3.927321128,,,,
1093,-1.403020667,8.841997515,3.893626286,,,,
1193,-1.308118333,8.841997515,3.859931444,,,,
1293,-1.213216,8.841997515,3.826236602,,,,
1393,-1.118313667,8.841997515,3.79254176,,,,
1493,-1.023411333,8.841997515,3.758846918,,,,
1593,-0.928509,8.841997515,3.725152076,,,,
1693,-0.833606667,8.841997515,3.691457234,,,,
1793,-0.738704333,8.841997515,3.657762392,,,,
1893,-0.643802,8.841997515,3.62406755,,,,
1993,-0.548899667,8.841997515,3.590372708,,,,
2093,-0.453997333,8.841997515,3.556677866,,,,
2193,-0.359095,8.841997515,3.522983024,,,,
2293,-0.264192667,8.841997515,3.489288182,,,,
2393,-0.169290333,8.841997515,3.45559334,,,,
2493,-0.074388,8.841997515,3.421898498,,,,
2593,0.020514333,8.841997515,3.388203656,,,,
2693,0.115416667,8.841997515,3.354508814,,,,
2793,0.210319,8.841997515,3.320813972,,,,
2893,0.305221333,8.841997515,3.28711913,,,,
2993,0.400123667,8.841997515,3.253424288,,,,
3093,0.495026,8.841997515,3.219729446,,,,
3193,0.589928333,8.841997515,3.186034604,,,,
3293,0.684830667,8.841997515,3.152339762,,,,
3393,0.779733,8.841997515,3.11864492,,,,
3493,0.874635333,8.841997515,3.084950078,,,,
3593,0.969537667,8.841997515,3.051255236,,,,
3693,1.06444,8.841997515,3.017560394,,,,
3793,1.159342333,8.841997515,2.983865552,,,,
3893,1.254244667,8.841997515,2.95017071,,,,
3993,1.349147,8.841997515,2.916475868,,,,
4093,1.444049333,8.841997515,2.882781026,,,,
4193,1.538951667,8.841997515,2.849086184,,,,
4293,1.633854,8.841997515,2.815391342,,,,
4393,1.728756333,8.841997515,2.7816965,,,,
4493,1.823658667,8.841997515,2.748001658,,,,
4593,1.918561,8.841997515,2.714306816,,,,
4693,2.013463333,8.841997515,2.680611974,,,,
4793,2.108365667,8.841997515,2.646917132,,,,
4893,2.203268,8.841997515,2.61322229,,,,
4993,2.298170333,8.841997515,2.579527448,,,,
5093,2.393072667,8.841997515,2.545832605,,,,
5193,2.487975,8.841997515,2.512137763,,,,
5293,2.582877333,8.841997515,2.478442921,,,,
5393,2.677779667,8.841997515,2.444748079,,,,
5493,2.772682,8.841997515,2.411053237,,,,
5593,2.867584333,8.841997515,2.377358395,,,,
5693,2.962486667,8.841997515,2.343663553,,,,
