est.Spatial,est.E_PC1,est.n1,Spatial,E_PC1,SD
3.531900667,-3.786089444,7.669620875,,,
3.626803,-3.786089444,7.71385307,,,
3.721705333,-3.786089444,7.758085266,,,
3.816607667,-3.786089444,7.802317462,,,
3.91151,-3.786089444,7.846549657,,,
4.006412333,-3.786089444,7.890781853,,,
4.101314667,-3.786089444,7.935014049,,,
4.196217,-3.786089444,7.979246244,,,
4.291119333,-3.786089444,8.02347844,,,
4.386021667,-3.786089444,8.067710636,,,
4.480924,-3.786089444,8.111942831,,,
4.575826333,-3.786089444,8.156175027,,,
4.670728667,-3.786089444,8.200407223,,,
4.765631,-3.786089444,8.244639418,,,
4.860533333,-3.786089444,8.288871614,,,
4.955435667,-3.786089444,8.33310381,,,
5.050338,-3.786089444,8.377336005,,,
5.145240333,-3.786089444,8.421568201,,,
5.240142667,-3.786089444,8.465800397,,,
5.335045,-3.786089444,8.510032592,,,
5.429947333,-3.786089444,8.554264788,,,
5.524849667,-3.786089444,8.598496984,,,
5.619752,-3.786089444,8.642729179,,,
5.714654333,-3.786089444,8.686961375,,,
5.809556667,-3.786089444,8.731193571,,,
5.904459,-3.786089444,8.775425766,,,
5.999361333,-3.786089444,8.819657962,,,
6.094263667,-3.786089444,8.863890158,,,
6.189166,-3.786089444,8.908122353,,,
6.284068333,-3.786089444,8.952354549,,,
6.378970667,-3.786089444,8.996586745,,,
6.473873,-3.786089444,9.040818941,,,
6.568775333,-3.786089444,9.085051136,,,
6.663677667,-3.786089444,9.129283332,,,
6.75858,-3.786089444,9.173515528,,,
6.853482333,-3.786089444,9.217747723,,,
6.948384667,-3.786089444,9.261979919,,,
7.043287,-3.786089444,9.306212115,,,
-2.352044,-3.703358303,4.900826957,,,
-2.257141667,-3.703358303,4.945325528,,,
-2.162239333,-3.703358303,4.989824098,,,
-2.067337,-3.703358303,5.034322669,,,
-1.972434667,-3.703358303,5.078821239,,,
-1.877532333,-3.703358303,5.123319809,,,
-1.78263,-3.703358303,5.16781838,,,
-1.687727667,-3.703358303,5.21231695,,,
-1.592825333,-3.703358303,5.25681552,,,
-1.497923,-3.703358303,5.301314091,,,
-1.403020667,-3.703358303,5.345812661,,,
-1.308118333,-3.703358303,5.390311231,,,
-1.213216,-3.703358303,5.434809802,,,
-1.118313667,-3.703358303,5.479308372,,,
-1.023411333,-3.703358303,5.523806943,,,
-0.928509,-3.703358303,5.568305513,,,
-0.833606667,-3.703358303,5.612804083,,,
-0.738704333,-3.703358303,5.657302654,,,
-0.643802,-3.703358303,5.701801224,,,
-0.548899667,-3.703358303,5.746299794,,,
-0.453997333,-3.703358303,5.790798365,,,
-0.359095,-3.703358303,5.835296935,,,
-0.264192667,-3.703358303,5.879795505,,,
-0.169290333,-3.703358303,5.924294076,,,
-0.074388,-3.703358303,5.968792646,,,
0.020514333,-3.703358303,6.013291216,,,
0.115416667,-3.703358303,6.057789787,,,
0.210319,-3.703358303,6.102288357,,,
0.305221333,-3.703358303,6.146786928,,,
0.400123667,-3.703358303,6.191285498,,,
0.495026,-3.703358303,6.235784068,,,
0.589928333,-3.703358303,6.280282639,,,
0.684830667,-3.703358303,6.324781209,,,
0.779733,-3.703358303,6.369279779,,,
0.874635333,-3.703358303,6.41377835,,,
0.969537667,-3.703358303,6.45827692,,,
1.06444,-3.703358303,6.50277549,,,
1.159342333,-3.703358303,6.547274061,,,
1.254244667,-3.703358303,6.591772631,,,
1.349147,-3.703358303,6.636271202,,,
1.444049333,-3.703358303,6.680769772,,,
1.538951667,-3.703358303,6.725268342,,,
1.633854,-3.703358303,6.769766913,,,
1.728756333,-3.703358303,6.814265483,,,
1.823658667,-3.703358303,6.858764053,,,
1.918561,-3.703358303,6.903262624,,,
2.013463333,-3.703358303,6.947761194,,,
2.108365667,-3.703358303,6.992259764,,,
2.203268,-3.703358303,7.036758335,,,
2.298170333,-3.703358303,7.081256905,,,
2.393072667,-3.703358303,7.125755476,,,
2.487975,-3.703358303,7.170254046,,,
2.582877333,-3.703358303,7.214752616,,,
2.677779667,-3.703358303,7.259251187,,,
2.772682,-3.703358303,7.303749757,,,
2.867584333,-3.703358303,7.348248327,,,
2.962486667,-3.703358303,7.392746898,,,
3.057389,-3.703358303,7.437245468,,,
3.152291333,-3.703358303,7.481744038,,,
3.247193667,-3.703358303,7.526242609,,,
3.342096,-3.703358303,7.570741179,,,
3.436998333,-3.703358303,7.615239749,,,
3.531900667,-3.703358303,7.65973832,,,
3.626803,-3.703358303,7.70423689,,,
3.721705333,-3.703358303,7.748735461,,,
3.816607667,-3.703358303,7.793234031,,,
3.91151,-3.703358303,7.837732601,,,
4.006412333,-3.703358303,7.882231172,,,
4.101314667,-3.703358303,7.926729742,,,
4.196217,-3.703358303,7.971228312,,,
4.291119333,-3.703358303,8.015726883,,,
4.386021667,-3.703358303,8.060225453,,,
4.480924,-3.703358303,8.104724023,,,
4.575826333,-3.703358303,8.149222594,,,
4.670728667,-3.703358303,8.193721164,,,
4.765631,-3.703358303,8.238219735,,,
4.860533333,-3.703358303,8.282718305,,,
4.955435667,-3.703358303,8.327216875,,,
5.050338,-3.703358303,8.371715446,,,
5.145240333,-3.703358303,8.416214016,,,
5.240142667,-3.703358303,8.460712586,,,
5.335045,-3.703358303,8.505211157,,,
5.429947333,-3.703358303,8.549709727,,,
5.524849667,-3.703358303,8.594208297,,,
5.619752,-3.703358303,8.638706868,,,
5.714654333,-3.703358303,8.683205438,,,
5.809556667,-3.703358303,8.727704008,,,
5.904459,-3.703358303,8.772202579,,,
5.999361333,-3.703358303,8.816701149,,,
6.094263667,-3.703358303,8.86119972,,,
6.189166,-3.703358303,8.90569829,,,
6.284068333,-3.703358303,8.95019686,,,
6.378970667,-3.703358303,8.994695431,,,
6.473873,-3.703358303,9.039194001,,,
6.568775333,-3.703358303,9.083692571,,,
6.663677667,-3.703358303,9.128191142,,,
6.75858,-3.703358303,9.172689712,,,
6.853482333,-3.703358303,9.217188282,,,
6.948384667,-3.703358303,9.261686853,,,
7.043287,-3.703358303,9.306185423,,,
-2.352044,-3.620627162,4.874429172,,,
-2.257141667,-3.620627162,4.919194117,,,
-2.162239333,-3.620627162,4.963959062,,,
-2.067337,-3.620627162,5.008724007,,,
-1.972434667,-3.620627162,5.053488952,,,
-1.877532333,-3.620627162,5.098253897,,,
-1.78263,-3.620627162,5.143018842,,,
-1.687727667,-3.620627162,5.187783787,,,
-1.592825333,-3.620627162,5.232548732,,,
-1.497923,-3.620627162,5.277313677,,,
-1.403020667,-3.620627162,5.322078622,,,
-1.308118333,-3.620627162,5.366843567,,,
-1.213216,-3.620627162,5.411608512,,,
-1.118313667,-3.620627162,5.456373457,,,
-1.023411333,-3.620627162,5.501138403,,,
-0.928509,-3.620627162,5.545903348,,,
-0.833606667,-3.620627162,5.590668293,,,
-0.738704333,-3.620627162,5.635433238,,,
-0.643802,-3.620627162,5.680198183,,,
-0.548899667,-3.620627162,5.724963128,,,
-0.453997333,-3.620627162,5.769728073,,,
-0.359095,-3.620627162,5.814493018,,,
-0.264192667,-3.620627162,5.859257963,,,
-0.169290333,-3.620627162,5.904022908,,,
-0.074388,-3.620627162,5.948787853,,,
0.020514333,-3.620627162,5.993552798,,,
0.115416667,-3.620627162,6.038317743,,,
0.210319,-3.620627162,6.083082688,,,
0.305221333,-3.620627162,6.127847633,,,
0.400123667,-3.620627162,6.172612578,,,
0.495026,-3.620627162,6.217377523,,,
0.589928333,-3.620627162,6.262142468,,,
0.684830667,-3.620627162,6.306907413,,,
0.779733,-3.620627162,6.351672358,,,
0.874635333,-3.620627162,6.396437304,,,
0.969537667,-3.620627162,6.441202249,,,
1.06444,-3.620627162,6.485967194,,,
1.159342333,-3.620627162,6.530732139,,,
1.254244667,-3.620627162,6.575497084,,,
1.349147,-3.620627162,6.620262029,,,
1.444049333,-3.620627162,6.665026974,,,
1.538951667,-3.620627162,6.709791919,,,
1.633854,-3.620627162,6.754556864,,,
1.728756333,-3.620627162,6.799321809,,,
1.823658667,-3.620627162,6.844086754,,,
1.918561,-3.620627162,6.888851699,,,
2.013463333,-3.620627162,6.933616644,,,
2.108365667,-3.620627162,6.978381589,,,
2.203268,-3.620627162,7.023146534,,,
2.298170333,-3.620627162,7.067911479,,,
2.393072667,-3.620627162,7.112676424,,,
2.487975,-3.620627162,7.157441369,,,
2.582877333,-3.620627162,7.202206314,,,
2.677779667,-3.620627162,7.246971259,,,
2.772682,-3.620627162,7.291736205,,,
2.867584333,-3.620627162,7.33650115,,,
2.962486667,-3.620627162,7.381266095,,,
3.057389,-3.620627162,7.42603104,,,
3.152291333,-3.620627162,7.470795985,,,
3.247193667,-3.620627162,7.51556093,,,
3.342096,-3.620627162,7.560325875,,,
3.436998333,-3.620627162,7.60509082,,,
3.531900667,-3.620627162,7.649855765,,,
3.626803,-3.620627162,7.69462071,,,
3.721705333,-3.620627162,7.739385655,,,
3.816607667,-3.620627162,7.7841506,,,
3.91151,-3.620627162,7.828915545,,,
4.006412333,-3.620627162,7.87368049,,,
4.101314667,-3.620627162,7.918445435,,,
4.196217,-3.620627162,7.96321038,,,
4.291119333,-3.620627162,8.007975325,,,
4.386021667,-3.620627162,8.05274027,,,
4.480924,-3.620627162,8.097505215,,,
4.575826333,-3.620627162,8.14227016,,,
4.670728667,-3.620627162,8.187035106,,,
4.765631,-3.620627162,8.231800051,,,
4.860533333,-3.620627162,8.276564996,,,
4.955435667,-3.620627162,8.321329941,,,
5.050338,-3.620627162,8.366094886,,,
5.145240333,-3.620627162,8.410859831,,,
5.240142667,-3.620627162,8.455624776,,,
5.335045,-3.620627162,8.500389721,,,
5.429947333,-3.620627162,8.545154666,,,
5.524849667,-3.620627162,8.589919611,,,
5.619752,-3.620627162,8.634684556,,,
5.714654333,-3.620627162,8.679449501,,,
5.809556667,-3.620627162,8.724214446,,,
5.904459,-3.620627162,8.768979391,,,
5.999361333,-3.620627162,8.813744336,,,
6.094263667,-3.620627162,8.858509281,,,
6.189166,-3.620627162,8.903274226,,,
6.284068333,-3.620627162,8.948039171,,,
6.378970667,-3.620627162,8.992804116,,,
6.473873,-3.620627162,9.037569061,,,
6.568775333,-3.620627162,9.082334007,,,
6.663677667,-3.620627162,9.127098952,,,
6.75858,-3.620627162,9.171863897,,,
6.853482333,-3.620627162,9.216628842,,,
6.948384667,-3.620627162,9.261393787,,,
7.043287,-3.620627162,9.306158732,,,
-2.352044,-3.53789602,4.848031386,,,
-2.257141667,-3.53789602,4.893062706,,,
-2.162239333,-3.53789602,4.938094026,,,
-2.067337,-3.53789602,4.983125345,,,
-1.972434667,-3.53789602,5.028156665,,,
-1.877532333,-3.53789602,5.073187985,,,
-1.78263,-3.53789602,5.118219305,,,
-1.687727667,-3.53789602,5.163250624,,,
-1.592825333,-3.53789602,5.208281944,,,
-1.497923,-3.53789602,5.253313264,,,
-1.403020667,-3.53789602,5.298344584,,,
-1.308118333,-3.53789602,5.343375903,,,
-1.213216,-3.53789602,5.388407223,,,
-1.118313667,-3.53789602,5.433438543,,,
-1.023411333,-3.53789602,5.478469863,,,
-0.928509,-3.53789602,5.523501182,,,
-0.833606667,-3.53789602,5.568532502,,,
-0.738704333,-3.53789602,5.613563822,,,
-0.643802,-3.53789602,5.658595141,,,
-0.548899667,-3.53789602,5.703626461,,,
-0.453997333,-3.53789602,5.748657781,,,
-0.359095,-3.53789602,5.793689101,,,
-0.264192667,-3.53789602,5.83872042,,,
-0.169290333,-3.53789602,5.88375174,,,
-0.074388,-3.53789602,5.92878306,,,
0.020514333,-3.53789602,5.97381438,,,
0.115416667,-3.53789602,6.018845699,,,
0.210319,-3.53789602,6.063877019,,,
0.305221333,-3.53789602,6.108908339,,,
0.400123667,-3.53789602,6.153939659,,,
0.495026,-3.53789602,6.198970978,,,
0.589928333,-3.53789602,6.244002298,,,
0.684830667,-3.53789602,6.289033618,,,
0.779733,-3.53789602,6.334064938,,,
0.874635333,-3.53789602,6.379096257,,,
0.969537667,-3.53789602,6.424127577,,,
1.06444,-3.53789602,6.469158897,,,
1.159342333,-3.53789602,6.514190217,,,
1.254244667,-3.53789602,6.559221536,,,
1.349147,-3.53789602,6.604252856,,,
1.444049333,-3.53789602,6.649284176,,,
1.538951667,-3.53789602,6.694315495,,,
1.633854,-3.53789602,6.739346815,,,
1.728756333,-3.53789602,6.784378135,,,
1.823658667,-3.53789602,6.829409455,,,
1.918561,-3.53789602,6.874440774,,,
2.013463333,-3.53789602,6.919472094,,,
2.108365667,-3.53789602,6.964503414,,,
2.203268,-3.53789602,7.009534734,,,
2.298170333,-3.53789602,7.054566053,,,
2.393072667,-3.53789602,7.099597373,,,
2.487975,-3.53789602,7.144628693,,,
2.582877333,-3.53789602,7.189660013,,,
2.677779667,-3.53789602,7.234691332,,,
2.772682,-3.53789602,7.279722652,,,
2.867584333,-3.53789602,7.324753972,,,
2.962486667,-3.53789602,7.369785292,,,
3.057389,-3.53789602,7.414816611,,,
3.152291333,-3.53789602,7.459847931,,,
3.247193667,-3.53789602,7.504879251,,,
3.342096,-3.53789602,7.549910571,,,
3.436998333,-3.53789602,7.59494189,,,
3.531900667,-3.53789602,7.63997321,,,
3.626803,-3.53789602,7.68500453,,,
3.721705333,-3.53789602,7.73003585,,,
3.816607667,-3.53789602,7.775067169,,,
3.91151,-3.53789602,7.820098489,,,
4.006412333,-3.53789602,7.865129809,,,
4.101314667,-3.53789602,7.910161128,,,
4.196217,-3.53789602,7.955192448,,,
4.291119333,-3.53789602,8.000223768,,,
4.386021667,-3.53789602,8.045255088,,,
4.480924,-3.53789602,8.090286407,,,
4.575826333,-3.53789602,8.135317727,,,
4.670728667,-3.53789602,8.180349047,,,
4.765631,-3.53789602,8.225380367,,,
4.860533333,-3.53789602,8.270411686,,,
4.955435667,-3.53789602,8.315443006,,,
5.050338,-3.53789602,8.360474326,,,
5.145240333,-3.53789602,8.405505646,,,
5.240142667,-3.53789602,8.450536965,,,
5.335045,-3.53789602,8.495568285,,,
5.429947333,-3.53789602,8.540599605,,,
5.524849667,-3.53789602,8.585630925,,,
5.619752,-3.53789602,8.630662244,,,
5.714654333,-3.53789602,8.675693564,,,
5.809556667,-3.53789602,8.720724884,,,
5.904459,-3.53789602,8.765756204,,,
5.999361333,-3.53789602,8.810787523,,,
6.094263667,-3.53789602,8.855818843,,,
6.189166,-3.53789602,8.900850163,,,
6.284068333,-3.53789602,8.945881482,,,
6.378970667,-3.53789602,8.990912802,,,
6.473873,-3.53789602,9.035944122,,,
6.568775333,-3.53789602,9.080975442,,,
6.663677667,-3.53789602,9.126006761,,,
6.75858,-3.53789602,9.171038081,,,
6.853482333,-3.53789602,9.216069401,,,
6.948384667,-3.53789602,9.261100721,,,
7.043287,-3.53789602,9.30613204,,,
-2.352044,-3.455164879,4.8216336,,,
-2.257141667,-3.455164879,4.866931295,,,
-2.162239333,-3.455164879,4.912228989,,,
-2.067337,-3.455164879,4.957526684,,,
-1.972434667,-3.455164879,5.002824378,,,
-1.877532333,-3.455164879,5.048122073,,,
-1.78263,-3.455164879,5.093419767,,,
-1.687727667,-3.455164879,5.138717462,,,
-1.592825333,-3.455164879,5.184015156,,,
-1.497923,-3.455164879,5.22931285,,,
-1.403020667,-3.455164879,5.274610545,,,
-1.308118333,-3.455164879,5.319908239,,,
-1.213216,-3.455164879,5.365205934,,,
-1.118313667,-3.455164879,5.410503628,,,
-1.023411333,-3.455164879,5.455801323,,,
-0.928509,-3.455164879,5.501099017,,,
-0.833606667,-3.455164879,5.546396711,,,
-0.738704333,-3.455164879,5.591694406,,,
-0.643802,-3.455164879,5.6369921,,,
-0.548899667,-3.455164879,5.682289795,,,
-0.453997333,-3.455164879,5.727587489,,,
-0.359095,-3.455164879,5.772885184,,,
-0.264192667,-3.455164879,5.818182878,,,
-0.169290333,-3.455164879,5.863480572,,,
-0.074388,-3.455164879,5.908778267,,,
0.020514333,-3.455164879,5.954075961,,,
0.115416667,-3.455164879,5.999373656,,,
0.210319,-3.455164879,6.04467135,,,
0.305221333,-3.455164879,6.089969045,,,
0.400123667,-3.455164879,6.135266739,,,
0.495026,-3.455164879,6.180564433,,,
0.589928333,-3.455164879,6.225862128,,,
0.684830667,-3.455164879,6.271159822,,,
0.779733,-3.455164879,6.316457517,,,
0.874635333,-3.455164879,6.361755211,,,
0.969537667,-3.455164879,6.407052906,,,
1.06444,-3.455164879,6.4523506,,,
1.159342333,-3.455164879,6.497648294,,,
1.254244667,-3.455164879,6.542945989,,,
1.349147,-3.455164879,6.588243683,,,
1.444049333,-3.455164879,6.633541378,,,
1.538951667,-3.455164879,6.678839072,,,
1.633854,-3.455164879,6.724136767,,,
1.728756333,-3.455164879,6.769434461,,,
1.823658667,-3.455164879,6.814732155,,,
1.918561,-3.455164879,6.86002985,,,
2.013463333,-3.455164879,6.905327544,,,
2.108365667,-3.455164879,6.950625239,,,
2.203268,-3.455164879,6.995922933,,,
2.298170333,-3.455164879,7.041220628,,,
2.393072667,-3.455164879,7.086518322,,,
2.487975,-3.455164879,7.131816016,,,
2.582877333,-3.455164879,7.177113711,,,
2.677779667,-3.455164879,7.222411405,,,
2.772682,-3.455164879,7.2677091,,,
2.867584333,-3.455164879,7.313006794,,,
2.962486667,-3.455164879,7.358304489,,,
3.057389,-3.455164879,7.403602183,,,
3.152291333,-3.455164879,7.448899877,,,
3.247193667,-3.455164879,7.494197572,,,
3.342096,-3.455164879,7.539495266,,,
3.436998333,-3.455164879,7.584792961,,,
3.531900667,-3.455164879,7.630090655,,,
3.626803,-3.455164879,7.67538835,,,
3.721705333,-3.455164879,7.720686044,,,
3.816607667,-3.455164879,7.765983738,,,
3.91151,-3.455164879,7.811281433,,,
4.006412333,-3.455164879,7.856579127,,,
4.101314667,-3.455164879,7.901876822,,,
4.196217,-3.455164879,7.947174516,,,
4.291119333,-3.455164879,7.992472211,,,
4.386021667,-3.455164879,8.037769905,,,
4.480924,-3.455164879,8.083067599,,,
4.575826333,-3.455164879,8.128365294,,,
4.670728667,-3.455164879,8.173662988,,,
4.765631,-3.455164879,8.218960683,,,
4.860533333,-3.455164879,8.264258377,,,
4.955435667,-3.455164879,8.309556072,,,
5.050338,-3.455164879,8.354853766,,,
5.145240333,-3.455164879,8.40015146,,,
5.240142667,-3.455164879,8.445449155,,,
5.335045,-3.455164879,8.490746849,,,
5.429947333,-3.455164879,8.536044544,,,
5.524849667,-3.455164879,8.581342238,,,
5.619752,-3.455164879,8.626639933,,,
5.714654333,-3.455164879,8.671937627,,,
5.809556667,-3.455164879,8.717235321,,,
5.904459,-3.455164879,8.762533016,,,
5.999361333,-3.455164879,8.80783071,,,
6.094263667,-3.455164879,8.853128405,,,
6.189166,-3.455164879,8.898426099,,,
6.284068333,-3.455164879,8.943723794,,,
6.378970667,-3.455164879,8.989021488,,,
6.473873,-3.455164879,9.034319182,,,
6.568775333,-3.455164879,9.079616877,,,
6.663677667,-3.455164879,9.124914571,,,
6.75858,-3.455164879,9.170212266,,,
6.853482333,-3.455164879,9.21550996,,,
6.948384667,-3.455164879,9.260807655,,,
7.043287,-3.455164879,9.306105349,,,
-2.352044,-3.372433737,4.795235815,,,
-2.257141667,-3.372433737,4.840799884,,,
-2.162239333,-3.372433737,4.886363953,,,
-2.067337,-3.372433737,4.931928022,,,
-1.972434667,-3.372433737,4.977492091,,,
-1.877532333,-3.372433737,5.02305616,,,
-1.78263,-3.372433737,5.06862023,,,
-1.687727667,-3.372433737,5.114184299,,,
-1.592825333,-3.372433737,5.159748368,,,
-1.497923,-3.372433737,5.205312437,,,
-1.403020667,-3.372433737,5.250876506,,,
-1.308118333,-3.372433737,5.296440575,,,
-1.213216,-3.372433737,5.342004644,,,
-1.118313667,-3.372433737,5.387568713,,,
-1.023411333,-3.372433737,5.433132783,,,
-0.928509,-3.372433737,5.478696852,,,
-0.833606667,-3.372433737,5.524260921,,,
-0.738704333,-3.372433737,5.56982499,,,
-0.643802,-3.372433737,5.615389059,,,
-0.548899667,-3.372433737,5.660953128,,,
-0.453997333,-3.372433737,5.706517197,,,
-0.359095,-3.372433737,5.752081266,,,
-0.264192667,-3.372433737,5.797645335,,,
-0.169290333,-3.372433737,5.843209405,,,
-0.074388,-3.372433737,5.888773474,,,
0.020514333,-3.372433737,5.934337543,,,
0.115416667,-3.372433737,5.979901612,,,
0.210319,-3.372433737,6.025465681,,,
0.305221333,-3.372433737,6.07102975,,,
0.400123667,-3.372433737,6.116593819,,,
0.495026,-3.372433737,6.162157888,,,
0.589928333,-3.372433737,6.207721958,,,
0.684830667,-3.372433737,6.253286027,,,
0.779733,-3.372433737,6.298850096,,,
0.874635333,-3.372433737,6.344414165,,,
0.969537667,-3.372433737,6.389978234,,,
1.06444,-3.372433737,6.435542303,,,
1.159342333,-3.372433737,6.481106372,,,
1.254244667,-3.372433737,6.526670441,,,
1.349147,-3.372433737,6.57223451,,,
1.444049333,-3.372433737,6.61779858,,,
1.538951667,-3.372433737,6.663362649,,,
1.633854,-3.372433737,6.708926718,,,
1.728756333,-3.372433737,6.754490787,,,
1.823658667,-3.372433737,6.800054856,,,
1.918561,-3.372433737,6.845618925,,,
2.013463333,-3.372433737,6.891182994,,,
2.108365667,-3.372433737,6.936747063,,,
2.203268,-3.372433737,6.982311133,,,
2.298170333,-3.372433737,7.027875202,,,
2.393072667,-3.372433737,7.073439271,,,
2.487975,-3.372433737,7.11900334,,,
2.582877333,-3.372433737,7.164567409,,,
2.677779667,-3.372433737,7.210131478,,,
2.772682,-3.372433737,7.255695547,,,
2.867584333,-3.372433737,7.301259616,,,
2.962486667,-3.372433737,7.346823686,,,
3.057389,-3.372433737,7.392387755,,,
3.152291333,-3.372433737,7.437951824,,,
3.247193667,-3.372433737,7.483515893,,,
3.342096,-3.372433737,7.529079962,,,
3.436998333,-3.372433737,7.574644031,,,
3.531900667,-3.372433737,7.6202081,,,
3.626803,-3.372433737,7.665772169,,,
3.721705333,-3.372433737,7.711336238,,,
3.816607667,-3.372433737,7.756900308,,,
3.91151,-3.372433737,7.802464377,,,
4.006412333,-3.372433737,7.848028446,,,
4.101314667,-3.372433737,7.893592515,,,
4.196217,-3.372433737,7.939156584,,,
4.291119333,-3.372433737,7.984720653,,,
4.386021667,-3.372433737,8.030284722,,,
4.480924,-3.372433737,8.075848791,,,
4.575826333,-3.372433737,8.121412861,,,
4.670728667,-3.372433737,8.16697693,,,
4.765631,-3.372433737,8.212540999,,,
4.860533333,-3.372433737,8.258105068,,,
4.955435667,-3.372433737,8.303669137,,,
5.050338,-3.372433737,8.349233206,,,
5.145240333,-3.372433737,8.394797275,,,
5.240142667,-3.372433737,8.440361344,,,
5.335045,-3.372433737,8.485925414,,,
5.429947333,-3.372433737,8.531489483,,,
5.524849667,-3.372433737,8.577053552,,,
5.619752,-3.372433737,8.622617621,,,
5.714654333,-3.372433737,8.66818169,,,
5.809556667,-3.372433737,8.713745759,,,
5.904459,-3.372433737,8.759309828,,,
5.999361333,-3.372433737,8.804873897,,,
6.094263667,-3.372433737,8.850437966,,,
6.189166,-3.372433737,8.896002036,,,
6.284068333,-3.372433737,8.941566105,,,
6.378970667,-3.372433737,8.987130174,,,
6.473873,-3.372433737,9.032694243,,,
6.568775333,-3.372433737,9.078258312,,,
6.663677667,-3.372433737,9.123822381,,,
6.75858,-3.372433737,9.16938645,,,
6.853482333,-3.372433737,9.214950519,,,
6.948384667,-3.372433737,9.260514589,,,
7.043287,-3.372433737,9.306078658,,,
-2.352044,-3.289702596,4.768838029,,,
-2.257141667,-3.289702596,4.814668473,,,
-2.162239333,-3.289702596,4.860498917,,,
-2.067337,-3.289702596,4.906329361,,,
-1.972434667,-3.289702596,4.952159804,,,
-1.877532333,-3.289702596,4.997990248,,,
-1.78263,-3.289702596,5.043820692,,,
-1.687727667,-3.289702596,5.089651136,,,
-1.592825333,-3.289702596,5.13548158,,,
-1.497923,-3.289702596,5.181312023,,,
-1.403020667,-3.289702596,5.227142467,,,
-1.308118333,-3.289702596,5.272972911,,,
-1.213216,-3.289702596,5.318803355,,,
-1.118313667,-3.289702596,5.364633799,,,
-1.023411333,-3.289702596,5.410464242,,,
-0.928509,-3.289702596,5.456294686,,,
-0.833606667,-3.289702596,5.50212513,,,
-0.738704333,-3.289702596,5.547955574,,,
-0.643802,-3.289702596,5.593786018,,,
-0.548899667,-3.289702596,5.639616462,,,
-0.453997333,-3.289702596,5.685446905,,,
-0.359095,-3.289702596,5.731277349,,,
-0.264192667,-3.289702596,5.777107793,,,
-0.169290333,-3.289702596,5.822938237,,,
-0.074388,-3.289702596,5.868768681,,,
0.020514333,-3.289702596,5.914599124,,,
0.115416667,-3.289702596,5.960429568,,,
0.210319,-3.289702596,6.006260012,,,
0.305221333,-3.289702596,6.052090456,,,
0.400123667,-3.289702596,6.0979209,,,
0.495026,-3.289702596,6.143751343,,,
0.589928333,-3.289702596,6.189581787,,,
0.684830667,-3.289702596,6.235412231,,,
0.779733,-3.289702596,6.281242675,,,
0.874635333,-3.289702596,6.327073119,,,
0.969537667,-3.289702596,6.372903562,,,
1.06444,-3.289702596,6.418734006,,,
1.159342333,-3.289702596,6.46456445,,,
1.254244667,-3.289702596,6.510394894,,,
1.349147,-3.289702596,6.556225338,,,
1.444049333,-3.289702596,6.602055782,,,
1.538951667,-3.289702596,6.647886225,,,
1.633854,-3.289702596,6.693716669,,,
1.728756333,-3.289702596,6.739547113,,,
1.823658667,-3.289702596,6.785377557,,,
1.918561,-3.289702596,6.831208001,,,
2.013463333,-3.289702596,6.877038444,,,
2.108365667,-3.289702596,6.922868888,,,
2.203268,-3.289702596,6.968699332,,,
2.298170333,-3.289702596,7.014529776,,,
2.393072667,-3.289702596,7.06036022,,,
2.487975,-3.289702596,7.106190663,,,
2.582877333,-3.289702596,7.152021107,,,
2.677779667,-3.289702596,7.197851551,,,
2.772682,-3.289702596,7.243681995,,,
2.867584333,-3.289702596,7.289512439,,,
2.962486667,-3.289702596,7.335342882,,,
3.057389,-3.289702596,7.381173326,,,
3.152291333,-3.289702596,7.42700377,,,
3.247193667,-3.289702596,7.472834214,,,
3.342096,-3.289702596,7.518664658,,,
3.436998333,-3.289702596,7.564495102,,,
3.531900667,-3.289702596,7.610325545,,,
3.626803,-3.289702596,7.656155989,,,
3.721705333,-3.289702596,7.701986433,,,
3.816607667,-3.289702596,7.747816877,,,
3.91151,-3.289702596,7.793647321,,,
4.006412333,-3.289702596,7.839477764,,,
4.101314667,-3.289702596,7.885308208,,,
4.196217,-3.289702596,7.931138652,,,
4.291119333,-3.289702596,7.976969096,,,
4.386021667,-3.289702596,8.02279954,,,
4.480924,-3.289702596,8.068629983,,,
4.575826333,-3.289702596,8.114460427,,,
4.670728667,-3.289702596,8.160290871,,,
4.765631,-3.289702596,8.206121315,,,
4.860533333,-3.289702596,8.251951759,,,
4.955435667,-3.289702596,8.297782202,,,
5.050338,-3.289702596,8.343612646,,,
5.145240333,-3.289702596,8.38944309,,,
5.240142667,-3.289702596,8.435273534,,,
5.335045,-3.289702596,8.481103978,,,
5.429947333,-3.289702596,8.526934422,,,
5.524849667,-3.289702596,8.572764865,,,
5.619752,-3.289702596,8.618595309,,,
5.714654333,-3.289702596,8.664425753,,,
5.809556667,-3.289702596,8.710256197,,,
5.904459,-3.289702596,8.756086641,,,
5.999361333,-3.289702596,8.801917084,,,
6.094263667,-3.289702596,8.847747528,,,
6.189166,-3.289702596,8.893577972,,,
6.284068333,-3.289702596,8.939408416,,,
6.378970667,-3.289702596,8.98523886,,,
6.473873,-3.289702596,9.031069303,,,
6.568775333,-3.289702596,9.076899747,,,
6.663677667,-3.289702596,9.122730191,,,
6.75858,-3.289702596,9.168560635,,,
6.853482333,-3.289702596,9.214391079,,,
6.948384667,-3.289702596,9.260221522,,,
