est.Spatial,est.E_PC1,est.n1,Spatial,E_PC1,SD
-2.067337,-4.365207434,5.239111961,,,
-1.972434667,-4.365207434,5.281479534,,,
-1.877532333,-4.365207434,5.323847107,,,
-1.78263,-4.365207434,5.36621468,,,
-1.687727667,-4.365207434,5.408582253,,,
-1.592825333,-4.365207434,5.450949826,,,
-1.497923,-4.365207434,5.493317398,,,
-1.403020667,-4.365207434,5.535684971,,,
-1.308118333,-4.365207434,5.578052544,,,
-1.213216,-4.365207434,5.620420117,,,
-1.118313667,-4.365207434,5.66278769,,,
-1.023411333,-4.365207434,5.705155263,,,
-0.928509,-4.365207434,5.747522835,,,
-0.833606667,-4.365207434,5.789890408,,,
-0.738704333,-4.365207434,5.832257981,,,
-0.643802,-4.365207434,5.874625554,,,
-0.548899667,-4.365207434,5.916993127,,,
-0.453997333,-4.365207434,5.9593607,,,
-0.359095,-4.365207434,6.001728272,,,
-0.264192667,-4.365207434,6.044095845,,,
-0.169290333,-4.365207434,6.086463418,,,
-0.074388,-4.365207434,6.128830991,,,
0.020514333,-4.365207434,6.171198564,,,
0.115416667,-4.365207434,6.213566137,,,
0.210319,-4.365207434,6.25593371,,,
0.305221333,-4.365207434,6.298301282,,,
0.400123667,-4.365207434,6.340668855,,,
0.495026,-4.365207434,6.383036428,,,
0.589928333,-4.365207434,6.425404001,,,
0.684830667,-4.365207434,6.467771574,,,
0.779733,-4.365207434,6.510139147,,,
0.874635333,-4.365207434,6.552506719,,,
0.969537667,-4.365207434,6.594874292,,,
1.06444,-4.365207434,6.637241865,,,
1.159342333,-4.365207434,6.679609438,,,
1.254244667,-4.365207434,6.721977011,,,
1.349147,-4.365207434,6.764344584,,,
1.444049333,-4.365207434,6.806712156,,,
1.538951667,-4.365207434,6.849079729,,,
1.633854,-4.365207434,6.891447302,,,
1.728756333,-4.365207434,6.933814875,,,
1.823658667,-4.365207434,6.976182448,,,
1.918561,-4.365207434,7.018550021,,,
2.013463333,-4.365207434,7.060917594,,,
2.108365667,-4.365207434,7.103285166,,,
2.203268,-4.365207434,7.145652739,,,
2.298170333,-4.365207434,7.188020312,,,
2.393072667,-4.365207434,7.230387885,,,
2.487975,-4.365207434,7.272755458,,,
2.582877333,-4.365207434,7.315123031,,,
2.677779667,-4.365207434,7.357490603,,,
2.772682,-4.365207434,7.399858176,,,
2.867584333,-4.365207434,7.442225749,,,
2.962486667,-4.365207434,7.484593322,,,
3.057389,-4.365207434,7.526960895,,,
3.152291333,-4.365207434,7.569328468,,,
3.247193667,-4.365207434,7.61169604,,,
3.342096,-4.365207434,7.654063613,,,
3.436998333,-4.365207434,7.696431186,,,
3.531900667,-4.365207434,7.738798759,,,
3.626803,-4.365207434,7.781166332,,,
3.721705333,-4.365207434,7.823533905,,,
3.816607667,-4.365207434,7.865901478,,,
3.91151,-4.365207434,7.90826905,,,
4.006412333,-4.365207434,7.950636623,,,
4.101314667,-4.365207434,7.993004196,,,
4.196217,-4.365207434,8.035371769,,,
4.291119333,-4.365207434,8.077739342,,,
4.386021667,-4.365207434,8.120106915,,,
4.480924,-4.365207434,8.162474487,,,
4.575826333,-4.365207434,8.20484206,,,
4.670728667,-4.365207434,8.247209633,,,
4.765631,-4.365207434,8.289577206,,,
4.860533333,-4.365207434,8.331944779,,,
4.955435667,-4.365207434,8.374312352,,,
5.050338,-4.365207434,8.416679924,,,
5.145240333,-4.365207434,8.459047497,,,
5.240142667,-4.365207434,8.50141507,,,
5.335045,-4.365207434,8.543782643,,,
5.429947333,-4.365207434,8.586150216,,,
5.524849667,-4.365207434,8.628517789,,,
5.619752,-4.365207434,8.670885362,,,
5.714654333,-4.365207434,8.713252934,,,
5.809556667,-4.365207434,8.755620507,,,
5.904459,-4.365207434,8.79798808,,,
5.999361333,-4.365207434,8.840355653,,,
6.094263667,-4.365207434,8.882723226,,,
6.189166,-4.365207434,8.925090799,,,
6.284068333,-4.365207434,8.967458371,,,
6.378970667,-4.365207434,9.009825944,,,
6.473873,-4.365207434,9.052193517,,,
6.568775333,-4.365207434,9.09456109,,,
6.663677667,-4.365207434,9.136928663,,,
6.75858,-4.365207434,9.179296236,,,
6.853482333,-4.365207434,9.221663808,,,
6.948384667,-4.365207434,9.264031381,,,
7.043287,-4.365207434,9.306398954,,,
-2.352044,-4.282476293,5.085611457,,,
-2.257141667,-4.282476293,5.128245405,,,
-2.162239333,-4.282476293,5.170879352,,,
-2.067337,-4.282476293,5.2135133,,,
-1.972434667,-4.282476293,5.256147247,,,
-1.877532333,-4.282476293,5.298781195,,,
-1.78263,-4.282476293,5.341415142,,,
-1.687727667,-4.282476293,5.38404909,,,
-1.592825333,-4.282476293,5.426683037,,,
-1.497923,-4.282476293,5.469316985,,,
-1.403020667,-4.282476293,5.511950932,,,
-1.308118333,-4.282476293,5.55458488,,,
-1.213216,-4.282476293,5.597218828,,,
-1.118313667,-4.282476293,5.639852775,,,
-1.023411333,-4.282476293,5.682486723,,,
-0.928509,-4.282476293,5.72512067,,,
-0.833606667,-4.282476293,5.767754618,,,
-0.738704333,-4.282476293,5.810388565,,,
-0.643802,-4.282476293,5.853022513,,,
-0.548899667,-4.282476293,5.89565646,,,
-0.453997333,-4.282476293,5.938290408,,,
-0.359095,-4.282476293,5.980924355,,,
-0.264192667,-4.282476293,6.023558303,,,
-0.169290333,-4.282476293,6.06619225,,,
-0.074388,-4.282476293,6.108826198,,,
0.020514333,-4.282476293,6.151460145,,,
0.115416667,-4.282476293,6.194094093,,,
0.210319,-4.282476293,6.236728041,,,
0.305221333,-4.282476293,6.279361988,,,
0.400123667,-4.282476293,6.321995936,,,
0.495026,-4.282476293,6.364629883,,,
0.589928333,-4.282476293,6.407263831,,,
0.684830667,-4.282476293,6.449897778,,,
0.779733,-4.282476293,6.492531726,,,
0.874635333,-4.282476293,6.535165673,,,
0.969537667,-4.282476293,6.577799621,,,
1.06444,-4.282476293,6.620433568,,,
1.159342333,-4.282476293,6.663067516,,,
1.254244667,-4.282476293,6.705701463,,,
1.349147,-4.282476293,6.748335411,,,
1.444049333,-4.282476293,6.790969358,,,
1.538951667,-4.282476293,6.833603306,,,
1.633854,-4.282476293,6.876237253,,,
1.728756333,-4.282476293,6.918871201,,,
1.823658667,-4.282476293,6.961505149,,,
1.918561,-4.282476293,7.004139096,,,
2.013463333,-4.282476293,7.046773044,,,
2.108365667,-4.282476293,7.089406991,,,
2.203268,-4.282476293,7.132040939,,,
2.298170333,-4.282476293,7.174674886,,,
2.393072667,-4.282476293,7.217308834,,,
2.487975,-4.282476293,7.259942781,,,
2.582877333,-4.282476293,7.302576729,,,
2.677779667,-4.282476293,7.345210676,,,
2.772682,-4.282476293,7.387844624,,,
2.867584333,-4.282476293,7.430478571,,,
2.962486667,-4.282476293,7.473112519,,,
3.057389,-4.282476293,7.515746466,,,
3.152291333,-4.282476293,7.558380414,,,
3.247193667,-4.282476293,7.601014362,,,
3.342096,-4.282476293,7.643648309,,,
3.436998333,-4.282476293,7.686282257,,,
3.531900667,-4.282476293,7.728916204,,,
3.626803,-4.282476293,7.771550152,,,
3.721705333,-4.282476293,7.814184099,,,
3.816607667,-4.282476293,7.856818047,,,
3.91151,-4.282476293,7.899451994,,,
4.006412333,-4.282476293,7.942085942,,,
4.101314667,-4.282476293,7.984719889,,,
4.196217,-4.282476293,8.027353837,,,
4.291119333,-4.282476293,8.069987784,,,
4.386021667,-4.282476293,8.112621732,,,
